ID_TURMA;CO_ENTIDADE;CO_PESSOA_FISICA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu;defasagem_idade_serie;flag_defasado;n_reprovacoes_prev;abandono_previo;anos_observados;reprovou_ano_ant;tem_historico;mudou_municipio;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;IN_INTERNET;IN_BANDA_LARGA;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_ALIMENTACAO;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;indice_infra;tamanho_escola;apoio_por_aluno;TX_HR_INICIAL;tamanho_turma;turno
40000001;11000000;1000000653;400000453;2021;9;2;1;1;;00005000;00000004;00000002;00004430;1;0;0;;;;;;;0;0;;0;0;1;0;0;17;6;1;0;0;1;0;0;0;0;0;0;4;0;1;1;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;7;29.5525668162154;manha
40000001;11000000;1000000976;400000677;2021;15;1;1;1;;00002767;00000007;00000014;;1;0;0;;0;1;;;0;0;0;;0;0;1;0;0;17;6;1;0;0;1;0;0;6;1;0;0;4;0;1;;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;7;29.5525668162154;manha
40000001;11000000;1000001180;400000826;2021;9;2;0;1;;00003707;00000007;00000002;00003519;2;0;0;;;;;;;;0;;;0;1;0;0;17;6;1;0;0;1;0;0;0;0;0;0;2;0;1;1;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;7;29.5525668162154;manha
40000001;11000000;1000001234;400000872;2021;8;2;1;1;;00005335;00000004;;;1;0;0;0;;;0;;;0;;;;0;1;0;0;17;6;1;0;0;1;0;0;-1;0;0;0;1;0;1;;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;7;29.5525668162154;manha
40000002;11000000;1000000995;400000689;2021;18;1;1;1;;00001459;00000002;00000019;00003071;1;0;0;;;;;;;;0;0;;0;1;0;0;56;5;1;0;0;1;0;0;;;1;0;4;0;1;;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;13;18.7108027786016;tarde
40000002;11000000;1000001098;400000762;2021;15;1;3;1;;00005036;00000003;00000015;;2;0;1;;;;;;;0;;;;0;1;0;0;56;5;1;0;0;1;0;1;;;0;0;2;0;1;;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;13;18.7108027786016;tarde
40000003;11000000;1000000204;400000159;2021;18;2;1;1;;00000554;00000007;;;1;0;0;0;;1;;;;;;;;0;1;0;0;2;5;1;0;0;1;0;0;;;0;0;4;0;1;;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;7;13.0934523252072;manha
40000003;11000000;1000000246;400000188;2021;18;1;1;1;;00003745;00000007;00000025;00001532;2;0;0;0;;;;;;0;;;;0;1;0;0;2;5;1;0;0;1;0;0;;;0;0;4;0;1;1;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;7;13.0934523252072;manha
40000003;11000000;1000000410;400000299;2021;16;2;3;1;;00002411;00000006;00000010;00002794;2;0;0;;;;;;;;;;0;0;1;0;0;2;5;1;0;0;1;0;0;;;0;0;4;0;1;;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;7;13.0934523252072;manha
40000003;11000000;1000000669;400000468;2021;15;2;3;1;;00005047;00000005;00000027;00003408;2;0;0;;0;;;;;;;;;0;1;0;0;2;5;1;0;0;1;0;0;;;0;1;4;0;1;1;3;2;;1;0;;;;1;;0;1;0;;;0;0;;0;0;1;;0;0;0;0;0.363636363636364;30;0;7;13.0934523252072;manha
