ID_TURMA;CO_ENTIDADE;CO_PESSOA_FISICA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu;defasagem_idade_serie;flag_defasado;n_reprovacoes_prev;abandono_previo;anos_observados;reprovou_ano_ant;tem_historico;mudou_municipio;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;IN_INTERNET;IN_BANDA_LARGA;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_ALIMENTACAO;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;indice_infra;tamanho_escola;apoio_por_aluno;TX_HR_INICIAL;tamanho_turma;turno
70000001;11000000;1000000734;700000395;2024;19;1;3;1;;00000964;00000002;00000007;00004790;1;0;0;;;;;;;;;;;0;1;0;0;14;5;1;0;0;1;0;;13;1;0;0;7;0;1;1;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;7;24.2760992917465;manha
70000001;11000000;1000001005;700000525;2024;20;1;1;1;;00000649;00000003;;;1;0;0;;;;;;;;;;;0;1;0;0;14;5;1;0;0;1;0;;14;1;0;0;6;0;1;;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;7;24.2760992917465;manha
70000001;11000000;1000001252;700000680;2024;17;2;3;1;;00002700;00000002;;;1;0;0;;;;;;;;;;0;0;1;0;0;14;5;1;0;0;1;0;;11;1;0;0;4;0;1;;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;7;24.2760992917465;manha
70000001;11000000;1000001537;700000929;2024;13;1;3;1;;00003535;00000007;00000018;00002848;1;0;0;;;;;;;;;0;;0;1;0;0;14;5;1;0;0;1;0;;7;1;0;0;0;;0;;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;7;24.2760992917465;manha
70000002;11000000;1000001167;700000616;2024;19;1;0;1;;00001469;00000008;00000026;00004372;1;0;0;;0;;0;;;;;;0;0;1;0;0;74;5;1;0;0;1;0;;;;0;0;5;0;1;1;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;12;23.0813811748521;tarde
70000002;11000000;1000001258;700000685;2024;8;2;3;1;;00003630;00000007;00000017;00000705;1;0;0;;;;;;;0;;;;0;1;0;0;74;5;1;0;0;1;0;;;;0;0;4;0;1;1;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;12;23.0813811748521;tarde
70000003;11000000;1000000510;700000271;2024;21;2;1;1;;00002427;00000002;00000010;;1;0;0;;;;;;;;0;;;0;1;0;0;;5;1;0;0;1;0;;;;1;0;7;0;1;;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;7;7.03366476111114;manha
70000003;11000000;1000001485;700000878;2024;11;2;3;1;;00000901;00000005;00000018;;1;0;0;;0;1;;0;;0;;;;0;1;;0;;5;1;0;0;1;0;;;;0;0;1;0;1;;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;7;7.03366476111114;manha
70000004;11000000;1000000318;700000182;2024;9;1;2;1;;00003413;00000009;;00004578;1;0;0;;;;;;;;0;;;0;1;0;0;20;5;1;0;0;1;0;;-3;0;0;0;7;0;1;1;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;13;1.15601165452972;tarde
70000004;11000000;1000000369;700000210;2024;18;1;3;1;;00003200;00000001;00000008;00000597;1;0;;;;;;;0;;;;;0;1;0;0;20;5;1;0;0;1;0;;6;1;0;0;7;0;1;;4;1;;1;1;1;;1;;0;0;0;;1;1;;1;1;0;1;;1;1;0;;1;0.692307692307692;26;0.115384615384615;13;1.15601165452972;tarde
