ID_TURMA;CO_ENTIDADE;CO_PESSOA_FISICA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu;defasagem_idade_serie;flag_defasado;n_reprovacoes_prev;abandono_previo;anos_observados;reprovou_ano_ant;tem_historico;mudou_municipio;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;IN_INTERNET;IN_BANDA_LARGA;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_ALIMENTACAO;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;indice_infra;tamanho_escola;apoio_por_aluno;TX_HR_INICIAL;tamanho_turma;turno
50000001;11000000;1000000037;500000024;2022;15;1;3;1;;00000385;00000004;;00003115;1;0;0;;;;0;;;;0;;;0;1;0;0;;5;1;0;0;1;0;0;;;0;0;5;0;1;;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;32.1792619628832;tarde
50000002;11000000;1000000092;500000066;2022;15;1;3;1;;00005232;00000001;00000017;00000060;1;0;0;;0;0;;;;;;0;;0;1;0;0;2;5;1;0;0;1;0;0;;;0;0;5;0;1;;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;4.67575617134571;tarde
50000002;11000000;1000000516;500000341;2022;19;2;1;1;;00004608;00000001;00000007;00002805;2;0;0;;;;;0;;;;;;0;1;0;0;2;5;1;0;0;1;0;0;;;0;1;5;0;1;1;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;4.67575617134571;tarde
50000002;11000000;1000001281;500000843;2022;7;2;0;1;;00001126;00000007;00000009;;1;0;0;;;;;;0;;;;;0;1;0;0;2;5;1;0;0;1;0;0;;;0;0;1;0;1;;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;4.67575617134571;tarde
50000002;11000000;1000001327;500000887;2022;15;1;0;1;;00003853;00000006;;00004238;1;0;0;;;;;;;;0;;0;0;1;0;0;2;5;1;0;0;1;0;0;;;0;0;1;0;1;1;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;4.67575617134571;tarde
50000002;11000000;1000001364;500000923;2022;19;2;1;1;;00001750;00000006;;00000260;1;0;0;0;;;;;;0;;;;;1;0;0;2;5;1;0;0;1;0;0;;;0;0;1;0;1;1;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;4.67575617134571;tarde
50000003;11000000;1000000074;500000051;2022;15;2;0;1;;00000467;00000006;00000016;00001189;1;0;0;;0;;;;;0;;;;0;1;0;0;14;5;1;0;0;1;0;0;9;1;0;0;5;0;1;;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;9.13890686933883;tarde
50000003;11000000;1000000107;500000078;2022;9;2;0;1;;00002271;00000002;00000009;00001756;2;0;0;;;0;;;;;;;;;1;0;0;14;5;1;0;0;1;0;0;3;1;1;0;5;1;1;1;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;9.13890686933883;tarde
50000003;11000000;1000000113;500000083;2022;13;2;3;1;;00001849;00000002;00000007;;1;0;0;;;;;;;;;0;;0;1;;0;14;5;1;0;0;1;0;0;7;1;0;0;5;0;1;;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;9.13890686933883;tarde
50000003;11000000;1000000253;500000184;2022;12;2;3;1;;00003231;00000003;;;2;0;0;;;;;;0;;;;;0;1;;0;14;5;1;0;0;1;0;0;6;1;0;0;5;0;1;;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;9.13890686933883;tarde
50000003;11000000;1000000617;500000403;2022;15;2;3;1;;00000893;00000001;00000023;;1;0;0;;;1;;;;;;;;0;1;0;0;14;5;1;0;0;1;0;0;9;1;0;0;5;0;1;;4;1;;1;1;;0;1;;;;;0;1;;;1;;;;;;;;;;0.714285714285714;35;0;13;9.13890686933883;tarde
