ID_TURMA;CO_ENTIDADE;CO_PESSOA_FISICA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu;defasagem_idade_serie;flag_defasado;n_reprovacoes_prev;abandono_previo;anos_observados;reprovou_ano_ant;tem_historico;mudou_municipio;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;IN_INTERNET;IN_BANDA_LARGA;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_ALIMENTACAO;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;indice_infra;tamanho_escola;apoio_por_aluno;TX_HR_INICIAL;tamanho_turma;turno
30000001;11000000;1000000481;300000369;2020;19;1;0;1;;00004864;00000008;;;1;0;0;;;;;;;;;0;;0;1;0;0;15;5;1;0;0;1;0;0;12;1;0;0;3;0;1;;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;13;35.8338546082377;tarde
30000001;11000000;1000000798;300000604;2020;6;2;0;1;;00000855;00000002;00000007;00003687;1;0;0;;;0;;;;;;0;;0;1;0;0;15;5;1;0;0;1;0;0;-1;0;0;0;3;0;1;1;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;13;35.8338546082377;tarde
30000002;11000000;1000000031;300000022;2020;20;2;0;1;;00000561;00000002;00000006;00003958;1;0;0;;;;;;;;;;;0;1;0;0;20;5;1;0;0;1;0;1;8;1;0;0;3;0;1;1;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;12;14.8713794143405;tarde
30000002;11000000;1000000160;300000132;2020;23;1;1;1;;00003576;00000003;00000006;00004997;1;0;0;;0;;;;;;;;;0;1;0;0;20;5;1;0;0;1;0;0;11;1;0;0;3;0;1;;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;12;14.8713794143405;tarde
30000002;11000000;1000000369;300000294;2020;14;1;3;1;;00003731;00000008;00000022;;1;0;0;;;;;0;;;;;;0;1;0;0;20;5;1;0;0;1;0;0;2;1;0;0;3;0;1;;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;12;14.8713794143405;tarde
30000002;11000000;1000000438;300000341;2020;15;2;3;1;;00001720;00000006;00000025;00002538;1;0;0;;;;;;;;;;;0;1;0;0;20;5;1;0;0;1;0;0;3;1;0;0;3;0;1;1;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;12;14.8713794143405;tarde
30000002;11000000;1000000524;300000397;2020;9;2;1;1;;00002314;00000005;;00001839;1;0;1;;0;;;0;;;;;;0;1;1;0;20;5;1;0;0;1;0;0;-3;0;0;0;3;0;1;1;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;12;14.8713794143405;tarde
30000002;11000000;1000000561;300000422;2020;13;2;0;1;;00004518;00000007;00000001;;1;0;0;;;;;;;0;;;;0;1;0;0;20;5;1;0;0;1;0;0;1;0;0;0;3;0;1;;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;12;14.8713794143405;tarde
30000002;11000000;1000000912;300000694;2020;26;2;0;1;;00004953;00000007;00000001;00001040;1;0;0;;;;;0;;;;;;0;1;0;0;20;5;1;0;0;1;0;1;14;1;0;0;3;0;1;;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;12;14.8713794143405;tarde
30000002;11000000;1000001239;300000966;2020;9;2;1;1;;00005248;00000001;00000005;00005016;2;0;0;;;1;;0;;0;;;;0;1;0;0;20;5;1;0;0;1;0;0;-3;0;0;0;0;;0;;3;1;;1;;1;0;;0;1;1;;0;;;1;1;1;;;1;;0;1;;2;0.727272727272727;32;0.09375;12;14.8713794143405;tarde
