NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2021;11000000;1;0;00000027;00004695;3;2;0;;;0;0;0;;;;0;1;0;;0;;0;;0;0;0;;0;1;;;;0;;0;0;;0;0;1;;1;;0;1;0;4;;;;0;;0;;;;0;0;0;;;0;0;0;0;1;0;;1
2021;11000001;1;0;00000026;00002142;3;1;0;;;0;0;;0;;1;0;1;;;0;0;0;1;;;0;0;;0;1;;;1;0;0;0;;;;;1;1;0;;;;12;1;0;2;0;;0;0;;0;;;;1;0;0;0;;1;;0;0;1
2021;11000002;1;0;00000017;00000954;3;2;;;1;;;;;0;0;0;1;1;0;0;;0;1;0;0;;1;;;0;;1;0;0;;;0;0;;1;1;;0;0;0;;8;1;0;;0;;0;0;0;0.511479749693535;1;;;;0;0;;;;0;;;0
2021;11000003;1;;00000010;00005418;3;2;;;1;0;;0;0;0;0;;1;0;;0;1;0;1;;;0;0;;1;0;;1;0;;0;0;;0;0;1;;0;;0;0;1;10;;0;1;;;0;4.74440718675032;0;0.198210043599829;1;1;0;;0;0;;0;;1;0;;0
2021;11000004;1;0;00000023;00003015;3;2;0;;1;;0;0;0;0;0;0;1;;0;;;0;;;0;;0;0;0;;;0;;;0;0;;;0;;1;;;;;0;;0;;1;0;30.576941923704;1;1.87504963134415;0;0;1;0;;;;0;0;;1;1;;0;
2021;11000005;1;0;00000011;00004868;3;1;1;;;;0;;0;;0;0;1;1;0;0;0;0;1;0;0;0;1;;;0;0;1;0;0;0;;1;;0;1;1;1;0;;0;;;;1;;0;8.68697489262559;0;0;;1.0520815551281;1;1;0;1;;0;0;0;3;1;0;0;0
2021;11000006;4;0;00000001;00003201;3;2;;;1;0;;0;0;0;;0;1;1;1;0;;0;1;;;0;1;0;0;1;0;1;0;;;;;;0;;;1;;0;0;;;0;;;0;;;1.68422809336334;0;1.6212340821512;;1;1;1;0;0;;;1;1;0;0;
2021;11000007;3;0;00000015;00001511;3;1;0;;;;0;;;0;0;0;;1;0;0;;0;1;;;0;;1;0;;0;;1;;;0;;0;;;;0;0;;;;4;1;1;;1;0;0;;;;1;;;1;0;;0;0;1;1;0;;
2021;11000008;1;;00000011;00001116;3;1;;;1;;;0;;0;0;;1;1;;;0;;1;;0;0;0;0;;1;0;1;1;0;0;0;0;0;0;;;1;;;0;1;25;;1;;0;;1;;;0;1;0;;0;;0;;;1;;0;;
2021;11000009;4;;00000025;00001855;4;1;;;1;0;;0;0;;;0;1;;0;0;0;0;;0;;;1;0;;0;0;;;0;;0;0;0;;1;1;;1;0;;0;15;1;;;;23.7848264151253;;0;0;;1;;0;1;;0;;;1;;;0;1
