NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;ID_TURMA;CO_ENTIDADE
2018;1000000000;100000001;20;1;1;1;;00004083;00000001;00000010;00004637;1;0;0;0;;;;;;;;;;0;1;0;0;10000050;11000007
2018;1000000001;100000002;22;2;2;1;;00004803;00000002;00000023;;1;0;1;;;;;;;0;0;;;0;1;0;0;10000021;11000002
2018;1000000002;100000003;12;1;1;1;;00003565;00000001;00000004;;1;0;0;;;;0;;0;;;0;;0;1;1;1;10000020;11000002
2018;1000000004;100000004;7;1;3;1;;00002096;00000002;00000011;00003331;1;0;0;0;;;;;;;;;;0;1;0;0;10000117;11000016
2018;1000000005;100000005;8;2;1;1;;00002856;00000002;00000011;;2;0;0;0;0;;;;0;;;;;0;1;0;0;10000092;11000013
2018;1000000006;100000006;5;2;3;1;;00002626;00000002;00000019;;1;0;0;;;;;;;0;;;0;0;1;0;0;10000140;11000019
2018;1000000007;100000007;15;2;3;1;;00003906;00000002;00000003;00001775;1;0;0;0;;;;;;;;;0;0;1;;0;10000127;11000018
2018;1000000008;100000008;7;1;3;1;;00002785;00000001;;00000217;1;0;0;;;1;;;;;;;0;0;1;0;0;10000030;11000004
2018;1000000009;100000009;6;1;0;1;;00002980;00000001;;;1;0;0;;;;;;;0;;;;0;1;1;;10000067;11000009
2018;1000000010;100000010;9;2;1;1;;00004608;00000002;;;2;1;0;;;;;;;;0;0;;0;1;0;0;10000212;11000030
2018;1000000011;100000011;6;2;3;1;;00003552;00000001;;00001743;1;0;0;;0;0;0;;;;;;;0;1;0;0;10000085;11000012
2018;1000000012;100000012;21;2;1;1;;00001131;00000002;;00003785;2;0;1;;1;;;;;;;;;0;0;0;0;10000031;11000004
2018;1000000013;100000013;11;2;1;1;;00003821;00000001;00000016;00002981;1;0;0;0;;;;;;;;;;0;1;0;0;10000141;11000020
2018;1000000015;100000014;22;1;0;1;;00001005;00000001;;00001878;1;0;0;;;;0;;;0;;;0;0;1;;0;10000020;11000002
2018;1000000016;100000015;36;2;3;1;;00000927;00000001;00000012;00003336;1;0;0;;;0;;0;;;;;;0;1;0;0;10000131;11000018
2018;1000000017;100000016;13;1;0;1;;00000100;00000001;;;1;0;1;;;;;;;;0;;0;0;0;0;0;10000089;11000012
2018;1000000018;100000017;9;1;0;1;;00002987;00000002;;00004150;1;0;0;;;;;;;;0;;;;1;0;0;10000087;11000012
2018;1000000019;100000018;17;1;1;1;;00001549;00000001;00000008;00004170;1;0;0;;;;;0;;;;;;0;1;0;0;10000087;11000012
2018;1000000020;100000019;20;2;3;1;;00004770;00000001;00000027;00003673;1;0;0;;;0;;;0;;;;0;0;1;0;0;10000021;11000002
2018;1000000021;100000020;15;2;1;1;;00003750;00000001;00000016;;1;0;0;;;;;;0;;;;;0;1;0;0;10000010;11000001
2018;1000000022;100000021;46;2;0;1;;00002498;00000001;;00000011;1;0;0;;;;;0;;0;;0;;0;1;1;0;10000187;11000026
2018;1000000023;100000022;24;1;1;1;;00005307;00000002;;;2;0;0;0;;;;;;;;;;0;1;0;0;10000187;11000026
2018;1000000025;100000023;8;1;3;1;;00003029;00000001;;;1;0;0;0;0;;;;;;0;0;;0;1;1;0;10000215;11000030
2018;1000000026;100000024;16;2;3;1;;00005184;00000001;00000021;00001177;1;0;1;;;;;1;;;;0;;0;1;0;0;10000047;11000006
2018;1000000027;100000025;20;2;0;1;;00000202;00000002;00000022;00000537;2;0;0;;;;;;;0;;;;0;1;0;0;10000160;11000022
2018;1000000028;100000026;9;1;1;1;;00002640;00000001;;00004354;1;0;0;;0;;;;;;0;;;0;1;0;0;10000208;11000029
2018;1000000029;100000027;4;1;1;1;;00003110;00000002;00000013;00001714;1;0;0;;;;;;;0;;;0;0;0;0;0;10000114;11000016
2018;1000000030;100000028;5;2;0;1;;00005083;00000001;00000010;00003478;1;1;0;;;0;;;;;;;;0;0;0;1;10000021;11000002
2018;1000000031;100000029;18;2;0;1;;00001387;00000001;;00003602;1;0;0;0;0;;;;;;;;;0;1;0;0;10000115;11000016
2018;1000000032;100000030;16;2;0;1;;00003619;00000002;;00000915;1;0;0;;;1;;;;;;;;0;1;0;0;10000186;11000026
2018;1000000033;100000031;6;2;0;1;;00000560;00000002;00000006;;1;0;1;;;1;0;;;;;;0;0;1;0;0;10000152;11000021
2018;1000000035;100000032;4;2;1;1;;00001809;00000002;00000013;00003614;2;0;0;;;0;0;;;;;;;0;1;0;0;10000202;11000028
2018;1000000036;100000033;14;2;1;1;;00000399;00000001;00000014;00005006;1;0;0;;0;;0;;0;;;;;0;1;0;0;10000081;11000011
