NU_ANO;ID_TURMA;TP_MEDIACAO_DIDATICO_PEDAGO;NU_DIAS_ATIVIDADE;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;QT_MATRICULAS;TX_HR_INICIAL;CO_ENTIDADE
2023;60000001;1;4;70;1;0;;15.5198577325791;11;11000000
2023;60000002;1;5;19;1;0;0;0.237585254944861;13;11000000
2023;60000003;1;2;1;1;0;0;20.1846742833732;7;11000000
2023;60000004;1;5;18;1;;;26.7859625781421;13;11000000
2023;60000005;1;5;;0;1;0;28.9598789106822;13;11000000
2023;60000006;1;2;14;1;0;0;32.3516440624371;7;11000000
2023;60000007;1;5;1;1;0;0;12.0414072915446;7;11000000
2023;60000008;1;5;16;1;;0;26.7156881594565;7;11000001
2023;60000009;1;5;2;1;0;0;42.7454335722141;7;11000001
2023;60000010;1;5;17;;0;0;22.652577109402;6;11000001
2023;60000011;1;2;26;1;0;0;10.9009861515369;8;11000001
2023;60000012;1;1;15;1;0;0;6.02568618138321;7;11000001
2023;60000013;1;5;;;0;0;6.35140772326849;7;11000001
2023;60000014;3;3;14;1;1;0;22.2574846085627;13;11000001
2023;60000015;1;5;;;0;0;29.9560880661011;8;11000002
2023;60000016;1;1;17;1;0;0;5.19589469768107;13;11000002
2023;60000017;1;5;69;1;0;0;15.1779742981307;7;11000002
2023;60000018;1;1;19;1;0;0;4.89821767900139;7;11000002
2023;60000019;1;5;1;1;0;0;29.918374196277;13;11000002
2023;60000020;1;5;;;0;0;22.2865417215507;7;11000002
2023;60000021;1;5;;1;0;0;17.1149889053777;13;11000002
2023;60000022;1;5;70;1;;0;8.32310576923192;8;11000003
2023;60000023;1;5;25;1;0;;0.0763643346726894;16;11000003
2023;60000024;1;5;;1;0;0;6.07566502992995;7;11000003
2023;60000025;1;5;21;1;0;0;4.84011217486113;13;11000003
2023;60000026;1;5;41;1;0;0;31.9220307294745;13;11000003
2023;60000027;1;5;1;1;0;0;31.4493332372513;13;11000003
2023;60000028;1;5;27;1;0;0;16.6988048760686;7;11000003
2023;60000029;1;5;18;1;0;;28.5779145499691;7;11000004
2023;60000030;3;5;18;1;0;;21.8588536290918;7;11000004
2023;60000031;1;;70;1;0;0;34.8641627272591;13;11000004
2023;60000032;1;5;18;;0;0;8.35868855589069;6;11000004
2023;60000033;1;5;18;1;0;0;11.8662647681776;7;11000004
2023;60000034;1;5;15;1;0;0;19.7601841145661;7;11000004
2023;60000035;1;1;71;;0;0;30.7818763435353;7;11000004
2023;60000036;1;5;15;1;;0;11.9427573250141;13;11000005
