NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;ID_TURMA;CO_ENTIDADE
2024;1000000001;700000001;28;2;2;1;;00000612;00000004;00000027;00003122;1;0;0;;;;;;;;;;0;0;1;0;0;70000054;11000007
2024;1000000004;700000002;13;1;3;1;;00001882;00000006;00000023;00004754;1;0;0;;;;;;;;0;0;0;0;1;0;0;70000138;11000019
2024;1000000005;700000003;14;2;1;1;;00004568;00000008;00000007;;1;0;0;;0;;;;;;;;;0;1;0;0;70000187;11000026
2024;1000000006;700000004;11;2;3;1;;00002431;00000005;;00001356;1;0;0;;;;;;;;;0;;;1;0;0;70000187;11000026
2024;1000000007;700000005;21;2;3;1;;00002919;00000002;00000025;00004597;2;0;0;;;;;0;;;;;;0;1;0;;70000021;11000002
2024;1000000008;700000006;13;1;3;1;;00002684;00000002;;00003721;1;0;0;;;;;;;0;;;;0;1;0;0;70000028;11000003
2024;1000000009;700000007;12;1;0;1;;00005428;00000005;00000012;00005101;1;0;;;0;;;;0;;0;;0;0;1;0;0;70000090;11000012
2024;1000000010;700000008;15;2;1;1;;00005037;00000007;00000011;;2;1;0;;;;;;;;;0;;0;;0;0;70000195;11000027
2024;1000000011;700000009;12;2;3;1;;00001428;00000003;00000011;;1;0;0;;;0;;;;0;;;;0;;0;0;70000154;11000021
2024;1000000017;700000010;19;1;0;1;;00005142;00000002;00000017;00004593;1;0;0;;;0;;;;;;0;;0;1;0;0;70000082;11000011
