NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2018;11000000;4;;00000020;00000383;3;1;0;;;0;0;;0;0;0;1;1;;;0;0;;1;0;0;;1;;;1;0;1;;0;;0;0;0;0;1;;;1;;0;0;;1;1;1;0;0.942598558031023;;0;;0.386803298024461;;;0;1;;0;0;0;1;;;;
2018;11000001;1;0;00000007;00002650;2;1;0;;;0;0;0;;;0;;;1;0;;1;0;1;0;;0;1;0;0;0;0;1;0;0;;0;0;0;;1;1;0;;;0;1;;;;;1;;;0;0;;0;;1;1;;0;0;0;1;1;;1;0
2018;11000002;1;;00000008;00004811;3;2;0;;1;;0;0;;;0;0;1;;;0;;;;0;0;;1;0;0;1;0;1;0;;0;0;;0;;0;1;1;;;0;;;1;0;;1;;0;0;0;0.255562969832681;1;0;0;;0;0;1;;;1;0;;0
2018;11000003;1;0;00000002;00002919;2;1;0;;;0;;0;;0;;;;;;0;0;;1;;0;0;;;0;1;;1;0;;0;0;0;0;;;;1;;0;;1;;;0;2;1;0;0;0.988258996512741;0;0.946452181669883;1;0;;;;0;;;1;1;;;1
2018;11000004;1;0;00000021;00002961;4;1;;;0;;0;;0;0;0;0;;;0;0;;;1;;;;;0;0;0;;;1;;0;;0;0;0;1;1;1;;;0;;10;1;1;;;;;;;;;;;;;0;0;0;0;;;;0
2018;11000005;1;0;00000008;00003239;3;1;0;;1;0;0;0;0;0;0;0;1;1;;;;;1;0;0;;;;0;0;;;0;0;0;0;9;0;0;;;0;0;0;;0;;;0;0;0;0;0;0;;;1;0;;;2;0;0;0;;;0;;0
2018;11000006;1;0;00000002;00003793;3;2;;;1;;0;0;;1;;0;1;0;0;0;1;;1;0;0;0;1;0;0;;;0;;;;;0;0;;;;1;1;0;0;0;11;1;0;2;1;;;;0;0;1;1;1;;;0;0;0;0;1;0;0;1
2018;11000007;4;0;00000025;00003678;3;1;0;;0;0;0;0;;;0;;1;;0;;;;1;;0;0;1;0;0;1;;;;0;0;0;0;;;1;;1;;0;1;1;2;1;0;1;1;0;;0.583083580713719;0;0.645224871695973;1;;;;0;0;0;1;;1;;;9
2018;11000008;1;0;00000015;00003501;3;1;0;;;0;;0;;0;;0;;1;0;0;;0;1;0;0;0;1;0;0;0;0;;0;0;;;1;;;1;;0;;;1;;;1;1;1;;;0;0;;0;1;1;;1;0;0;1;;0;1;0;0;0
2018;11000009;1;0;00000018;00003507;3;1;0;;1;;0;;0;;0;;1;;;1;0;0;;0;0;;1;0;1;;0;0;0;;0;0;;;0;;;;0;0;;0;2;1;;;;16.2146047718124;0;0.503756429534406;;;1;;0;;;0;0;0;;1;0;0;1
2018;11000010;1;;00000017;00000346;4;2;0;;1;0;0;0;0;;0;0;1;1;;0;;0;1;0;0;0;;;0;0;;1;1;0;0;0;;0;0;1;;1;0;0;0;1;7;1;;;;;;0;0;;1;0;0;;0;;;0;;;0;1;1
2018;11000011;1;0;00000010;00002797;4;1;0;;;0;;;;0;0;;1;;;0;;;1;;0;0;0;0;0;0;0;1;;0;;0;0;;0;1;1;1;1;0;;0;16;;0;1;;9.8870717396494;0;1.98481449624524;;1.15378153556958;;;0;;0;;0;;;;;1;1
2018;11000012;1;0;00000012;00001261;3;1;0;;;;0;;;;;0;;;0;1;0;;1;;0;0;0;0;0;;;1;1;;0;0;0;0;;;;0;0;0;;;2;1;;;1;16.3480030361097;0;0;;0.901923696510494;;0;;1;0;;1;;;;;0;
2018;11000013;1;0;00000025;00000914;4;2;;;1;0;0;0;0;0;1;0;;;0;0;0;0;;;;0;;;;1;;1;0;0;0;0;;0;0;0;;1;0;;0;;;1;;2;0;4.19226030120626;0;0;;;1;;1;;0;0;;0;;1;0;9;0
2018;11000014;1;;00000009;00003624;3;2;0;;;;0;;;1;;;1;1;;1;0;0;1;0;0;0;0;0;;0;0;1;0;1;0;;1;0;0;0;;0;;;0;0;;1;0;;1;;0;;;0;1;0;;1;0;0;0;0;;;0;1;
2018;11000015;1;0;00000025;00002499;3;2;0;;1;0;;;0;0;0;0;1;;0;0;;;1;;0;;0;;0;;0;1;0;0;0;0;;0;0;;;0;;;;0;;;0;1;;;1;0;0;;1;1;0;1;;0;;0;;;0;;0
2018;11000016;1;;00000014;00001184;3;1;0;;1;;0;0;0;0;;0;1;1;;0;0;0;;0;0;0;1;0;0;0;0;0;;0;;;;0;0;1;;;0;0;1;0;;;;20;0;;0;0.349239588249475;0;0.792534087668173;;;;;0;;0;0;;1;0;;0
2018;11000017;4;0;00000004;00004699;4;1;0;;1;0;;0;0;0;0;0;;;0;0;0;0;;;;;1;0;0;1;0;1;;0;;0;0;0;0;0;1;;;;0;;8;;0;;0;0;0;0;0;0.486407990101725;;0;1;;0;0;1;0;0;1;1;;
2018;11000018;3;0;00000003;00001618;2;1;0;;1;;0;0;0;;;;;1;;;0;0;1;0;0;0;;;1;0;;1;;;0;0;0;0;0;0;1;;1;0;;0;;;1;;;;;;0;0;;;0;;0;0;1;;0;1;0;;
2018;11000019;1;;00000016;00003072;4;1;0;;;0;0;0;0;;1;;;;0;0;0;0;1;0;0;;;;0;;0;1;0;0;0;;0;0;0;0;;1;0;;0;0;11;0;;;0;15.0801363307983;0;;;1.06190344598144;1;0;0;1;0;1;1;0;5;1;0;0;1
2018;11000020;2;0;00000009;00002476;3;2;0;;1;0;;0;;0;1;0;0;;0;;0;;1;0;0;0;;;;0;0;;0;;0;;;;;;;0;1;0;0;1;3;;1;1;;2.75929467170499;1;2.62929517403245;0;0.755782743217424;;;0;1;;0;1;0;1;0;;1;1
2018;11000021;1;0;00000017;00004697;3;1;0;;1;0;;0;;0;;0;;1;0;;0;0;1;;;0;0;;0;1;0;1;0;0;0;;;1;;1;1;;0;;;;;1;1;0;;;;0.619308404857293;;0.147124611539766;0;;0;;0;0;0;;2;1;0;1;0
2018;11000022;1;;00000013;00001743;4;1;0;;1;;;0;0;;;;0;1;0;0;0;0;;;0;0;1;0;1;0;;1;0;0;0;0;9;0;;;1;0;0;;;;;1;1;;;;;;;0;;0;0;1;0;0;0;0;1;1;0;;
2018;11000023;1;0;00000010;00004094;4;1;;1;1;0;;0;0;0;0;0;1;0;;0;;;1;0;;0;0;;0;;0;1;;0;0;0;;0;0;1;;1;1;0;;1;7;1;;;0;1.00098456256092;0;;;0.802567542996258;1;1;;1;0;0;0;;0;;;0;
2018;11000024;1;0;00000017;00000692;3;2;0;;1;0;;;0;0;0;;;;0;0;;;1;0;;;0;0;0;;0;1;1;0;;0;0;9;0;1;;0;1;;;;10;1;;1;0;;;0;0;0.964789786958136;0;;;1;0;0;0;;4;1;;;0
2018;11000025;1;0;00000021;00003549;3;1;0;;;0;;;0;0;0;0;1;0;0;0;0;0;;0;0;;1;;0;1;0;;;0;0;0;0;;;;1;1;;;0;0;6;;1;2;0;;;0.31047007185407;;;1;0;1;;0;;0;0;0;0;0;0;9
2018;11000026;1;0;00000004;00000921;3;1;0;;1;;0;0;;;;;0;1;;;;0;;0;;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;;1;;1;0;2;;1;1;;22.5040292213671;0;1.01696288911626;0;0.756290755816735;;0;;1;;;;0;;1;0;1;1
2018;11000027;1;0;00000026;00003415;3;2;0;;1;0;;0;0;;;;;1;;;0;;1;0;0;0;1;;0;0;;1;0;0;0;0;;0;0;1;;0;0;0;1;;;;1;;;0;0;0.817498160758987;;0;0;0;0;1;0;;;;0;;9;0;1
2018;11000028;1;0;00000027;00002236;3;2;0;;;;0;;0;0;0;;1;;0;0;;0;;0;;0;0;;1;0;0;0;0;;;;;0;;0;1;1;1;0;;;6;0;;;0;0;0;0.228659845888615;0;;1;0;;1;1;;0;0;0;0;;0;1
2018;11000029;4;0;00000012;00004732;3;1;0;;1;;;0;;0;0;;1;1;0;;;0;;0;;0;0;1;0;0;;;0;1;0;0;0;0;0;0;1;;1;0;;;1;1;;2;;0;;0;;;1;;0;1;0;0;;0;;;0;;
2018;11000030;1;;00000016;00004154;4;1;;;1;;;;0;;;0;1;1;;;0;;;;;;;0;0;0;1;;0;0;0;;0;0;0;0;1;;1;;;1;8;0;1;0;1;6.98712620011065;1;;0;;0;;0;;;0;;;;1;;;0
