NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;ID_TURMA;CO_ENTIDADE
2021;1000000001;400000001;25;2;2;1;;00000205;00000005;;00002717;2;0;1;;;;;;0;;;;;0;0;0;0;40000123;11000017
2021;1000000004;400000002;10;1;3;1;;00000161;00000006;;00000239;2;0;0;;;0;;;;0;0;0;;0;1;0;0;40000183;11000026
2021;1000000005;400000003;11;2;1;1;;00000257;00000003;00000009;00004978;2;1;0;0;;;;;0;;;;0;;1;0;0;40000107;11000015
2021;1000000006;400000004;8;2;3;1;;00004035;00000002;00000015;;1;0;0;;;;;;;;;;;0;1;0;0;40000189;11000026
2021;1000000007;400000005;18;2;3;1;;00002773;00000006;00000008;00003314;1;0;0;;1;;;;;;;;;0;1;0;0;40000108;11000015
2021;1000000008;400000006;10;1;3;1;;00001933;00000002;;00002256;1;0;1;;;;0;;;;;0;;;1;0;0;40000099;11000014
2021;1000000009;400000007;9;1;0;1;;00001505;00000007;00000011;00004005;1;0;1;;0;;;0;;;;;;0;1;0;0;40000099;11000014
2021;1000000010;400000008;12;2;1;1;;00001331;00000007;00000026;;1;0;0;0;0;1;;;;;;;;0;0;0;0;40000156;11000022
2021;1000000011;400000009;9;2;3;1;;00002090;00000003;;00004434;1;0;0;;;;;0;;0;0;;;0;1;1;0;40000007;11000000
2021;1000000017;400000010;16;1;0;1;;00005552;00000006;;00001760;1;0;0;;;;;;;;0;;0;0;1;0;0;40000144;11000020
2021;1000000019;400000011;20;1;1;1;;00000068;00000004;00000023;00003453;1;0;0;;;;;;;;;;;0;1;0;;40000028;11000003
2021;1000000021;400000012;18;2;1;1;;00001107;00000001;;;2;0;0;0;;;;;;;;;;0;0;0;0;40000050;11000007
2021;1000000023;400000013;27;1;1;1;;00005218;00000004;;00000291;1;0;0;;0;1;0;;;;;;;0;1;0;0;40000070;11000009
2021;1000000025;400000014;11;1;3;1;;00002804;00000007;00000013;00004328;1;0;1;0;;;;;;;;;;0;1;0;0;40000014;11000001
2021;1000000026;400000015;19;2;3;1;;00004416;00000005;;00005094;1;0;0;;;;;;;;;;;0;1;0;0;40000119;11000016
2021;1000000027;400000016;23;2;0;1;;00004845;00000007;;00002292;1;0;0;;;;;;;;;;0;0;1;0;1;40000004;11000000
2021;1000000028;400000017;12;1;1;1;;00000537;00000003;;00003002;1;0;0;;;;;0;;0;;;;0;1;0;0;40000015;11000002
2021;1000000029;400000018;7;1;1;1;;00004207;00000007;00000009;00000997;1;0;0;;;;;;0;;;;;0;1;0;0;40000217;11000030
2021;1000000030;400000019;8;2;0;1;;00001074;00000002;;00003608;1;0;1;0;;;0;;;;;1;;0;1;0;0;40000092;11000013
2021;1000000032;400000020;19;2;0;1;;00004547;00000006;00000014;00000874;1;0;0;;0;;;0;0;;;;;0;1;0;0;40000156;11000022
2021;1000000033;400000021;9;2;0;1;;00000588;00000004;00000010;;1;0;0;;;;;;0;0;;;;0;0;0;0;40000094;11000013
2021;1000000035;400000022;7;2;1;1;;00004427;00000007;00000024;;1;0;1;0;;1;;;0;0;;;;0;1;0;0;40000090;11000012
2021;1000000036;400000023;17;2;1;1;;00000066;00000002;;;1;0;0;;;;;0;;;0;;;0;1;0;0;40000046;11000006
2021;1000000037;400000024;14;1;3;1;;00002610;00000001;00000003;;1;0;0;;;;0;;;;;0;;0;1;0;0;40000035;11000004
2021;1000000038;400000025;23;1;1;1;;00003856;00000001;;;1;0;1;;;1;;;;;0;;;0;1;;0;40000151;11000021
2021;1000000039;400000026;20;1;1;1;;00003760;00000001;00000004;00002178;1;0;0;;;;;;;;;;;0;1;0;0;40000008;11000001
2021;1000000040;400000027;19;1;1;1;;00003546;00000006;00000021;;1;0;0;0;;;;;0;;;;;0;1;0;0;40000132;11000018
2021;1000000042;400000028;17;2;1;1;;00000337;00000003;;;1;0;0;0;;;;;;;0;;0;0;1;0;0;40000168;11000023
2021;1000000045;400000029;4;2;1;1;;00001820;00000002;00000012;;2;0;0;0;0;;;0;;;0;;;0;1;0;0;40000212;11000030
2021;1000000046;400000030;6;1;0;1;;00004859;00000007;00000012;00003743;1;0;0;;;;;0;1;;;;0;0;1;;0;40000115;11000016
2021;1000000047;400000031;10;2;1;1;;00004162;00000003;;00002803;1;0;0;;0;;;;;0;;;;0;1;0;0;40000090;11000012
2021;1000000048;400000032;36;2;0;1;;00003040;00000007;00000006;;1;0;0;;;;;;;;;;;0;1;0;0;40000091;11000012
2021;1000000049;400000033;10;1;1;1;;00003450;00000006;00000023;;2;0;0;;0;;;;;;;;;0;0;0;0;40000167;11000023
2021;1000000050;400000034;13;1;0;1;;00002831;00000003;00000017;00000091;1;0;0;;;1;;1;;;;;;0;1;0;0;40000072;11000010
2021;1000000051;400000035;13;2;1;1;;00003140;00000005;;00005232;1;0;1;;;;;0;;0;;0;;0;1;0;0;40000144;11000020
2021;1000000052;400000036;19;2;0;1;;00003312;00000006;;00003659;1;0;0;;;;;;;;;;;0;1;1;0;40000122;11000017
2021;1000000053;400000037;21;1;0;1;;00002271;00000001;00000024;00001938;1;0;1;;;1;;;;;;;;;1;0;1;40000061;11000008
2021;1000000055;400000038;8;1;1;1;;00004765;00000005;;;1;0;0;0;;;;;;;;;0;0;1;0;0;40000064;11000009
