NU_ANO;ID_MATRICULA;CO_PESSOA_FISICA;IN_REGULAR;ID_TURMA;CO_ENTIDADE;TP_SITUACAO;IN_CONCLUINTE;IN_TRANSFERIDO
2019;1;1000000000;1;34;11000004;5;;0
2019;2;1000000001;;91;11000012;5;1;0
2019;3;1000000002;0;93;11000013;5;;0
2019;4;1000000003;1;11;11000001;2;;1
2019;5;1000000004;1;137;11000019;9;;0
2019;6;1000000005;0;73;11000010;4;0;0
2019;7;1000000006;1;131;11000018;5;;0
2019;8;1000000007;1;158;11000022;5;0;0
2019;9;1000000008;1;174;11000024;5;;0
2019;10;1000000009;1;164;11000023;9;;0
2019;11;1000000010;1;4;11000000;9;;0
2019;12;1000000011;;92;11000013;5;1;0
2019;13;1000000012;1;165;11000023;5;;0
2019;14;1000000013;0;161;11000022;5;;0
2019;15;1000000014;1;66;11000009;2;;0
2019;16;1000000015;1;50;11000007;5;;0
2019;17;1000000016;1;57;11000008;5;;0
2019;18;1000000017;1;82;11000011;9;;0
2019;19;1000000018;1;66;11000009;5;;0
2019;20;1000000019;1;11;11000001;9;;0
2019;21;1000000020;1;159;11000022;9;;0
2019;22;1000000021;0;125;11000017;5;;0
2019;23;1000000022;1;103;11000014;4;;0
2019;24;1000000023;1;58;11000008;;;0
2019;25;1000000024;0;145;11000020;4;;0
2019;26;1000000025;1;72;11000010;9;;0
2019;27;1000000026;1;127;11000018;9;;0
2019;28;1000000027;1;87;11000012;5;;0
2019;29;1000000028;1;9;11000001;9;;0
2019;30;1000000029;1;49;11000006;9;;0
2019;31;1000000030;1;210;11000029;5;;0
2019;32;1000000031;1;206;11000029;5;;0
2019;33;1000000032;1;31;11000004;5;;0
2019;34;1000000033;1;168;11000023;5;;0
2019;35;1000000034;1;68;11000009;2;;0
2019;36;1000000035;1;177;11000025;5;1;0
2019;37;1000000036;1;48;11000006;5;;0
2019;38;1000000037;0;124;11000017;5;;0
2019;39;1000000038;0;170;11000024;2;1;0
2019;40;1000000039;1;13;11000001;5;;0
2019;41;1000000040;1;187;11000026;4;1;0
2019;42;1000000041;1;193;11000027;;;0
2019;43;1000000042;1;82;11000011;5;;0
2019;44;1000000043;1;134;11000019;9;;0
2019;45;1000000044;1;87;11000012;5;1;0
2019;46;1000000045;1;74;11000010;2;0;0
2019;47;1000000046;1;72;11000010;5;;0
2019;48;1000000047;1;118;11000016;5;;0
2019;49;1000000048;0;198;11000028;5;;0
2019;50;1000000049;0;35;11000004;5;;0
2019;51;1000000050;;55;11000007;9;;0
2019;52;1000000051;1;165;11000023;5;;0
2019;53;1000000052;1;159;11000022;5;;0
2019;54;1000000053;0;143;11000020;5;;0
2019;55;1000000054;1;172;11000024;2;;0
2019;56;1000000055;1;40;11000005;9;;0
2019;57;1000000056;1;162;11000023;5;;0
2019;58;1000000057;1;186;11000026;5;1;0
2019;59;1000000058;1;88;11000012;5;;0
2019;60;1000000059;1;168;11000023;5;;0
2019;61;1000000060;0;67;11000009;;;0
2019;62;1000000061;1;31;11000004;5;0;0
2019;63;1000000062;;56;11000007;5;;0
2019;64;1000000063;1;179;11000025;9;0;0
2019;65;1000000064;1;215;11000030;5;;0
2019;66;1000000065;1;70;11000009;5;;0
2019;67;1000000066;1;118;11000016;5;;0
2019;68;1000000067;1;93;11000013;5;;0
2019;69;1000000068;0;152;11000021;5;;0
2019;70;1000000069;1;175;11000024;5;;0
2019;71;1000000070;1;72;11000010;4;;0
2019;72;1000000071;1;213;11000030;9;;0
2019;73;1000000072;1;89;11000012;9;;0
2019;74;1000000073;1;92;11000013;5;;0
2019;75;1000000074;;46;11000006;9;;0
2019;76;1000000075;1;112;11000015;9;1;0
2019;77;1000000076;1;5;11000000;5;;0
2019;78;1000000077;1;131;11000018;9;;0
2019;79;1000000078;0;23;11000003;9;;0
2019;80;1000000079;1;80;11000011;2;;0
2019;81;1000000080;1;3;11000000;5;;0
2019;82;1000000081;1;184;11000026;9;;0
2019;83;1000000082;1;136;11000019;9;;0
