NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2020;11000000;1;0;00000019;00003461;3;1;0;;;0;0;;;0;;;1;;0;;0;;1;0;0;0;0;0;0;1;0;;;0;0;;0;;0;1;;0;1;1;;0;;;;;1;;;;0;0;1;;;1;;0;1;;2;1;;0;
2020;11000001;1;0;00000025;00001382;3;2;;;;0;;;;0;0;0;;1;0;0;;0;1;0;;0;;0;0;;;;;0;;;;0;0;;1;0;0;;0;0;;1;0;0;;24.7096175830811;0;;;0;1;0;0;;;0;0;0;1;;;0;
2020;11000002;1;0;00000025;00003467;3;1;0;;;;;0;;0;;;;;;;0;0;1;0;0;0;1;1;0;0;0;1;;;0;;0;0;;0;1;0;1;0;0;;;0;1;2;0;;;2.38121949776541;;0;1;0;0;1;0;0;;;;1;0;;0
2020;11000003;2;;00000015;00003770;4;1;;;;0;0;;0;0;0;;1;0;0;;;0;1;;;;1;1;;;0;1;0;0;0;0;0;9;0;1;;;1;0;1;;;1;0;;;22.4298650622368;0;;0;1.09549898700789;;;0;;0;;;;1;;0;1;
2020;11000004;2;0;00000026;00001370;3;2;3;;1;;0;;0;0;;;1;;;;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;;;4;;1;0;1;20.901002026163;0;;0;1.28337211254984;1;0;0;;;;0;;3;1;0;0;
2020;11000005;1;0;00000023;00001464;4;1;0;;;;;;;;;0;1;0;0;1;0;;1;0;0;0;1;0;0;1;;;;0;0;0;0;;0;0;1;;1;0;;;;1;0;1;;0;0;0;;0;0;;1;;;;;0;1;1;0;;
2020;11000006;1;0;00000008;00004047;3;2;;1;1;0;;0;0;;;;1;0;;0;;0;;;;;1;1;0;0;;1;;0;0;0;9;;0;;;0;0;0;1;0;;1;1;;1;0.398997900774702;0;2.07083724089898;;0;1;1;0;;0;0;;;2;;;1;0
2020;11000007;1;0;00000022;00005125;4;2;0;;;;0;0;;0;0;;1;0;;0;0;0;;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;1;;1;;0;0;;;1;1;;;0;;0;;1;0;1;;;0;1;0;;1;0;0;1
2020;11000008;2;1;00000020;00000001;2;1;0;;1;0;;0;;0;;;1;0;0;;0;;1;0;0;0;;;;1;0;1;0;;0;0;;0;;1;1;0;;0;0;;;;;11;0;0;0;;0;;;0;0;;0;;0;;;;0;;
2020;11000009;2;0;00000014;00002128;4;1;0;;;;0;0;0;0;;0;;1;0;;;;1;0;;0;0;;;0;;1;0;;;;1;0;0;;1;1;0;;0;;8;0;1;;;5.75789793510921;1;;;0.942683156463318;1;0;0;;;0;;0;;;0;0;
2020;11000010;1;0;00000019;00003009;3;1;;;1;;;0;0;0;;;1;1;0;;;0;1;;0;0;1;0;0;1;0;1;0;0;0;0;;;0;1;1;;;0;1;0;;;;22;;24.2355192443356;;0;0;0;;0;1;;3;;;4;;;0;;1
2020;11000011;1;0;00000019;00003675;4;2;0;;;;;;0;;0;;1;1;;;;;;;0;;1;;;0;0;;;0;0;0;;0;0;1;1;1;0;0;0;1;;1;;6;1;0;;0;0;0;;0;;;0;;;;;1;0;;0
2020;11000012;4;0;00000002;00005530;3;1;0;;1;0;0;0;0;;0;0;1;1;0;;0;;1;0;0;0;;0;;0;;;1;0;;;1;0;0;1;1;1;;0;0;;7;;;;0;5.05608842242509;;0;0;0.885435334057547;1;0;0;;;0;;;;0;;;
2020;11000013;1;0;00000002;00005292;3;1;0;;;0;0;0;;;0;0;1;0;0;;0;;;0;0;0;0;0;;0;0;1;0;;;0;0;0;0;1;;0;0;0;;1;10;;;;0;0;0;;0;0;;;;;;0;0;0;2;1;0;;
2020;11000014;2;0;00000003;00000485;1;1;0;;;0;;;0;0;0;0;1;1;;;;0;1;;;;1;;;;;1;0;0;0;;0;;0;1;;0;;;;1;17;;1;10;;11.2611426715739;;;;0;1;;;;0;0;0;0;0;;0;0;0
2020;11000015;1;;00000007;00001467;3;2;0;;1;;;;0;0;0;;1;1;;;;;1;0;;;;0;0;0;0;1;0;1;0;0;0;;0;1;1;0;1;;0;0;11;;;2;;30.4067166605964;;;0;0;0;0;1;1;0;0;0;0;1;1;0;;
2020;11000016;4;0;00000011;00000545;3;1;0;;1;;0;;0;0;;0;1;1;0;0;0;0;;0;0;0;;;0;1;1;1;1;0;0;0;0;0;0;0;;;1;;;1;;1;1;6;1;0;;5.74975707242265;;0;1;1;;;;;0;;;1;0;0;1
2020;11000017;1;0;00000011;00001524;3;1;;;;;;0;0;;;0;1;0;1;;0;1;1;;0;0;1;0;;1;0;1;0;0;0;0;;0;;0;1;1;;;0;;2;1;1;1;;;0;;0;0;;0;0;;0;0;0;;;;0;1;0
2020;11000018;1;;00000027;00004768;3;1;0;;1;0;;0;;0;0;0;;;0;;;;;0;;;0;1;;;0;1;0;;0;0;;0;;0;1;;0;0;;;;0;0;;1;0;1;;0;0;1;0;0;;0;0;0;;;1;;1;0
2020;11000019;1;0;00000007;00004961;3;2;;1;;0;0;0;;;0;;;0;;0;;;;0;0;0;0;;0;;;;0;0;0;;;0;0;1;;0;0;;1;;2;1;1;0;0;;0;2.86749681341462;0;0;1;1;0;1;0;;0;0;;1;0;;0
2020;11000020;4;0;00000020;00000635;4;1;0;1;;0;;;0;0;;;;;0;1;;;;;0;0;;0;;0;;0;0;0;0;0;;0;0;;;1;;;1;0;;;;;1;;0;0;1;0;1;0;0;;3;0;;0;2;;1;0;
