NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;ID_TURMA;CO_ENTIDADE
2020;1000000001;300000001;24;2;2;1;;00005373;00000008;;00004038;2;0;0;;;;;;;;;0;0;0;1;0;;30000122;11000017
2020;1000000002;300000002;14;1;1;1;;00003872;00000002;;00002149;2;0;1;0;0;;;0;;0;;;;0;1;0;0;30000058;11000008
2020;1000000004;300000003;9;1;3;1;;00001979;00000007;00000021;00001685;1;0;0;;;;0;;;;;;;0;1;0;0;30000179;11000025
2020;1000000005;300000004;10;2;1;1;;00001370;00000005;;;1;0;0;;;;;0;;;;;;0;1;0;0;30000035;11000004
2020;1000000006;300000005;7;2;3;1;;00002422;00000006;00000019;00000087;1;0;0;;;;;;;;0;;0;0;0;1;0;30000163;11000023
2020;1000000007;300000006;17;2;3;1;;;00000006;00000006;00004058;2;0;0;;;;;;;;;0;;0;1;0;0;30000053;11000007
2020;1000000008;300000007;9;1;3;1;;00001959;00000003;00000022;00003874;1;0;0;;;;;;0;;;0;;0;1;0;0;30000057;11000008
2020;1000000009;300000008;8;1;0;1;;00000334;00000008;;00002490;2;0;0;;;;;;;;;;;0;1;0;0;30000082;11000011
2020;1000000010;300000009;11;2;1;1;;00001534;00000006;;00004155;1;0;0;;;;;;;;;;0;0;1;0;0;30000131;11000018
2020;1000000011;300000010;8;2;3;1;;00002134;00000004;;;1;0;0;;;;;;;;;;;0;1;0;0;30000039;11000005
2020;1000000017;300000011;15;1;0;1;;00000810;00000004;;00000110;1;0;0;;;;;0;;;0;;;0;1;0;0;30000045;11000006
2020;1000000018;300000012;11;1;0;1;;00003353;00000006;;00002109;1;0;0;;;;;;;;;0;;0;1;0;0;30000028;11000003
2020;1000000019;300000013;19;1;1;1;;00000513;00000005;00000017;00005202;1;0;0;;;1;;;;0;;;;;1;0;0;30000097;11000013
2020;1000000021;300000014;17;2;1;1;;00003207;00000003;00000023;00003343;1;0;0;;0;;;;;;;;0;0;1;0;0;30000165;11000023
2020;1000000023;300000015;26;1;1;1;;00000343;00000006;00000003;00003579;1;0;1;;;;;;;;;;0;0;1;0;0;30000107;11000015
2020;1000000025;300000016;10;1;3;1;;00002247;00000002;00000007;;1;0;0;;0;;;;;;;;;0;0;0;0;30000084;11000011
2020;1000000026;300000017;18;2;3;1;;00002647;00000007;00000020;00000648;1;0;1;;;;;0;;;;;0;0;1;0;0;30000157;11000022
2020;1000000027;300000018;22;2;0;1;;00004497;00000008;;00001281;1;0;0;;;;;0;;0;;;;0;1;0;0;30000135;11000019
2020;1000000028;300000019;11;1;1;1;;00000716;00000004;;00005083;1;0;0;;0;1;;;;;0;;;0;1;;0;30000161;11000022
2020;1000000029;300000020;6;1;1;1;;00000764;00000006;;;1;0;0;;0;;0;;0;;;;;0;;0;0;30000152;11000021
2020;1000000030;300000021;7;2;0;1;;00001416;00000007;00000005;;1;0;0;;;;;;;0;;;;0;1;0;0;30000160;11000022
2020;1000000031;300000022;20;2;0;1;;00000561;00000002;00000006;00003958;1;0;0;;;;;;;;;;;0;1;0;0;30000002;11000000
2020;1000000032;300000023;18;2;0;1;;00002794;00000008;;00001273;1;0;1;;0;1;;;;;0;;;0;1;;0;30000133;11000018
2020;1000000033;300000024;8;2;0;1;;00005067;00000001;00000016;00001607;1;0;0;0;;;0;0;;0;;;;0;1;0;0;30000180;11000025
2020;1000000035;300000025;6;2;1;1;;00000640;00000008;00000013;;1;0;1;;;;;;;;;;;0;1;0;1;30000029;11000004
2020;1000000036;300000026;16;2;1;1;;00003599;00000003;;;1;0;0;;;;;;0;;;;;0;1;0;1;30000181;11000025
2020;1000000037;300000027;13;1;3;1;;00002423;00000004;00000021;00000551;1;0;0;;;;;0;0;;;;;0;1;0;0;30000058;11000008
2020;1000000038;300000028;22;1;1;1;;00001928;00000005;00000020;00004824;1;0;0;;;;;;;;;;;0;1;0;0;30000200;11000028
2020;1000000039;300000029;19;1;1;1;;00005332;00000007;00000022;00004151;1;0;0;;;0;;;;;0;;0;0;1;;0;30000051;11000007
2020;1000000040;300000030;18;1;1;1;;00003501;00000007;;00000284;1;0;1;;;;;;;;;;;0;1;0;0;30000114;11000016
