NU_ANO;ID_MATRICULA;CO_PESSOA_FISICA;IN_REGULAR;ID_TURMA;CO_ENTIDADE;TP_SITUACAO;IN_CONCLUINTE;IN_TRANSFERIDO
2021;400000001;1000000001;0;40000123;11000017;5;;0
2021;400000002;1000000004;1;40000183;11000026;5;0;0
2021;400000003;1000000005;1;40000107;11000015;5;;0
2021;400000004;1000000006;1;40000189;11000026;5;;0
2021;400000005;1000000007;1;40000108;11000015;5;;0
2021;400000006;1000000008;1;40000099;11000014;5;;0
2021;400000007;1000000009;1;40000099;11000014;2;;0
2021;400000008;1000000010;0;40000156;11000022;;;0
2021;400000009;1000000011;1;40000007;11000000;9;0;0
2021;400000010;1000000017;1;40000144;11000020;9;;0
2021;400000011;1000000019;1;40000028;11000003;5;1;0
2021;400000012;1000000021;0;40000050;11000007;5;;0
2021;400000013;1000000023;1;40000070;11000009;5;;0
2021;400000014;1000000025;1;40000014;11000001;9;;0
2021;400000015;1000000026;1;40000119;11000016;5;;0
2021;400000016;1000000027;1;40000004;11000000;;;1
2021;400000017;1000000028;1;40000015;11000002;5;;0
2021;400000018;1000000029;1;40000217;11000030;5;;0
2021;400000019;1000000030;1;40000092;11000013;5;1;0
2021;400000020;1000000032;1;40000156;11000022;9;;1
2021;400000021;1000000033;0;40000094;11000013;9;;0
2021;400000022;1000000035;1;40000090;11000012;5;;0
2021;400000023;1000000036;1;40000046;11000006;5;;0
2021;400000024;1000000037;1;40000035;11000004;9;;0
2021;400000025;1000000038;1;40000151;11000021;5;0;0
2021;400000026;1000000039;1;40000008;11000001;5;;0
2021;400000027;1000000040;1;40000132;11000018;5;1;0
2021;400000028;1000000042;1;40000168;11000023;5;;0
2021;400000029;1000000045;1;40000212;11000030;;;0
2021;400000030;1000000046;1;40000115;11000016;9;;0
2021;400000031;1000000047;1;40000090;11000012;9;;0
2021;400000032;1000000048;1;40000091;11000012;4;0;0
2021;400000033;1000000049;0;40000167;11000023;9;;0
2021;400000034;1000000050;1;40000072;11000010;9;1;0
2021;400000035;1000000051;1;40000144;11000020;2;1;0
2021;400000036;1000000052;1;40000122;11000017;5;;0
2021;400000037;1000000053;1;40000061;11000008;9;;0
2021;400000038;1000000055;1;40000064;11000009;5;;0
2021;400000039;1000000056;1;40000198;11000028;9;;0
2021;400000040;1000000057;1;40000074;11000010;9;;0
2021;400000041;1000000058;1;40000101;11000014;2;;0
2021;400000042;1000000060;1;40000093;11000013;5;;0
2021;400000043;1000000062;1;40000024;11000003;4;1;0
2021;400000044;1000000064;1;40000191;11000027;5;;0
2021;400000045;1000000065;1;40000006;11000000;5;;0
2021;400000046;1000000066;1;40000129;11000018;5;;0
2021;400000047;1000000067;1;40000054;11000007;5;;0
2021;400000048;1000000068;1;40000135;11000019;5;;0
2021;400000049;1000000069;1;40000030;11000004;9;;0
2021;400000050;1000000070;1;40000122;11000017;5;1;0
2021;400000051;1000000071;1;40000071;11000010;5;;0
2021;400000052;1000000072;1;40000115;11000016;2;0;0
2021;400000053;1000000073;1;40000027;11000003;5;;0
2021;400000054;1000000074;1;40000175;11000024;5;;0
2021;400000055;1000000075;1;40000166;11000023;5;;0
2021;400000056;1000000077;0;40000122;11000017;5;;0
2021;400000057;1000000078;1;40000064;11000009;5;0;0
2021;400000058;1000000079;1;40000212;11000030;5;;0
2021;400000059;1000000080;1;40000095;11000013;9;;0
2021;400000060;1000000081;1;40000082;11000011;9;0;0
2021;400000061;1000000082;1;40000077;11000010;5;;0
2021;400000062;1000000083;1;40000061;11000008;5;;0
2021;400000063;1000000084;1;40000046;11000006;5;;0
2021;400000064;1000000085;1;40000138;11000019;5;0;0
2021;400000065;1000000086;1;40000209;11000029;;;0
2021;400000066;1000000087;;40000172;11000024;5;;0
2021;400000067;1000000088;1;40000123;11000017;5;;0
2021;400000068;1000000089;1;40000178;11000025;5;;0
2021;400000069;1000000091;1;40000151;11000021;5;;0
2021;400000070;1000000092;1;40000096;11000013;5;;0
2021;400000071;1000000093;1;40000154;11000021;5;;0
2021;400000072;1000000094;1;40000018;11000002;5;;0
2021;400000073;1000000095;0;40000170;11000024;5;;0
2021;400000074;1000000096;1;40000041;11000005;5;;0
2021;400000075;1000000097;1;40000014;11000001;5;0;0
2021;400000076;1000000098;1;40000113;11000016;5;;0
2021;400000077;1000000100;1;40000208;11000029;5;;0
2021;400000078;1000000101;1;40000162;11000023;5;1;0
2021;400000079;1000000102;1;40000154;11000021;5;1;0
2021;400000080;1000000103;1;40000195;11000027;9;1;0
2021;400000081;1000000104;0;40000186;11000026;9;;0
2021;400000082;1000000106;1;40000209;11000029;5;;0
2021;400000083;1000000107;1;40000201;11000028;4;;0
2021;400000084;1000000108;1;40000149;11000021;5;;0
2021;400000085;1000000109;0;40000148;11000021;5;;1
2021;400000086;1000000110;0;40000133;11000018;2;;0
2021;400000087;1000000111;1;40000063;11000008;5;;0
2021;400000088;1000000112;1;40000057;11000008;2;;0
2021;400000089;1000000113;1;40000137;11000019;9;1;0
2021;400000090;1000000115;1;40000078;11000011;9;;0
2021;400000091;1000000119;1;40000157;11000022;5;;0
2021;400000092;1000000120;1;40000041;11000005;5;;1
2021;400000093;1000000122;1;40000186;11000026;9;;0
2021;400000094;1000000124;1;40000104;11000014;9;;0
2021;400000095;1000000125;1;40000010;11000001;5;;0
2021;400000096;1000000126;1;40000174;11000024;5;;0
2021;400000097;1000000128;;40000035;11000004;5;;0
2021;400000098;1000000131;1;40000060;11000008;3;;0
2021;400000099;1000000132;1;40000134;11000019;5;;0
2021;400000100;1000000133;1;40000070;11000009;5;;0
2021;400000101;1000000134;1;40000158;11000022;2;;0
2021;400000102;1000000135;1;40000058;11000008;5;;0
2021;400000103;1000000137;1;40000176;11000025;5;;0
2021;400000104;1000000138;1;40000183;11000026;5;;0
2021;400000105;1000000139;1;40000209;11000029;5;;0
2021;400000106;1000000140;1;40000083;11000011;5;;0
2021;400000107;1000000141;1;40000010;11000001;5;;0
2021;400000108;1000000142;0;40000120;11000017;5;;0
2021;400000109;1000000143;1;40000079;11000011;5;;0
2021;400000110;1000000144;1;40000044;11000006;5;;0
2021;400000111;1000000145;1;40000169;11000024;2;;0
2021;400000112;1000000146;1;40000093;11000013;9;1;0
2021;400000113;1000000148;1;40000200;11000028;5;;0
2021;400000114;1000000149;0;40000149;11000021;4;;0
2021;400000115;1000000150;1;40000039;11000005;5;;0
2021;400000116;1000000151;0;40000168;11000023;5;1;0
2021;400000117;1000000153;1;40000208;11000029;5;0;0
2021;400000118;1000000154;1;40000068;11000009;5;;0
2021;400000119;1000000156;1;40000119;11000016;5;;0
2021;400000120;1000000157;1;40000175;11000024;9;;0
2021;400000121;1000000158;1;40000065;11000009;5;;0
2021;400000122;1000000159;1;40000159;11000022;5;;0
2021;400000123;1000000160;1;40000060;11000008;5;0;0
2021;400000124;1000000162;1;40000166;11000023;5;;0
2021;400000125;1000000163;1;40000210;11000029;5;;0
2021;400000126;1000000164;1;40000164;11000023;9;;0
2021;400000127;1000000165;1;40000039;11000005;5;1;0
2021;400000128;1000000167;;40000184;11000026;5;;0
2021;400000129;1000000168;1;40000036;11000005;9;0;0
2021;400000130;1000000169;;40000074;11000010;9;1;0
2021;400000131;1000000170;1;40000134;11000019;5;;0
2021;400000132;1000000171;0;40000049;11000006;9;;0
2021;400000133;1000000172;1;40000124;11000017;5;;0
2021;400000134;1000000173;1;40000201;11000028;5;;0
2021;400000135;1000000175;1;40000044;11000006;9;;0
2021;400000136;1000000176;1;40000075;11000010;9;;0
2021;400000137;1000000177;1;40000078;11000011;5;;0
2021;400000138;1000000178;1;40000052;11000007;5;;0
2021;400000139;1000000179;1;40000142;11000020;5;1;0
2021;400000140;1000000180;1;40000022;11000003;9;;0
2021;400000141;1000000181;1;40000180;11000025;4;1;0
2021;400000142;1000000183;1;40000186;11000026;5;;0
2021;400000143;1000000184;1;40000185;11000026;5;;0
2021;400000144;1000000185;1;40000180;11000025;2;;0
2021;400000145;1000000186;1;40000095;11000013;5;0;0
2021;400000146;1000000187;;40000023;11000003;5;;0
2021;400000147;1000000188;1;40000169;11000024;5;1;0
2021;400000148;1000000190;1;40000175;11000024;;;0
2021;400000149;1000000191;0;40000193;11000027;9;;0
2021;400000150;1000000192;1;40000016;11000002;5;;0
2021;400000151;1000000195;1;40000095;11000013;9;0;0
2021;400000152;1000000196;1;40000169;11000024;5;;0
2021;400000153;1000000197;1;40000181;11000025;5;;0
2021;400000154;1000000198;1;40000165;11000023;5;;0
2021;400000155;1000000199;1;40000168;11000023;9;;1
2021;400000156;1000000200;1;40000086;11000012;5;;0
2021;400000157;1000000201;0;40000211;11000030;5;;0
2021;400000158;1000000203;1;40000212;11000030;5;;0
2021;400000159;1000000204;1;40000003;11000000;9;;0
2021;400000160;1000000205;1;40000021;11000002;2;;0
2021;400000161;1000000206;1;40000123;11000017;5;0;0
2021;400000162;1000000207;1;40000111;11000015;5;0;0
2021;400000163;1000000208;1;40000179;11000025;5;;0
2021;400000164;1000000209;1;40000073;11000010;5;;0
2021;400000165;1000000210;;40000123;11000017;5;;0
2021;400000166;1000000212;1;40000195;11000027;5;;0
2021;400000167;1000000213;1;40000087;11000012;5;;0
2021;400000168;1000000214;1;40000205;11000029;9;;0
2021;400000169;1000000215;1;40000169;11000024;5;;0
2021;400000170;1000000217;1;40000032;11000004;2;0;0
2021;400000171;1000000218;1;40000063;11000008;5;1;0
2021;400000172;1000000219;1;40000093;11000013;;;0
2021;400000173;1000000222;1;40000203;11000028;5;;0
2021;400000174;1000000226;1;40000012;11000001;9;;0
2021;400000175;1000000227;0;40000138;11000019;5;;0
2021;400000176;1000000228;1;40000196;11000027;9;;0
2021;400000177;1000000229;1;40000079;11000011;5;;0
2021;400000178;1000000231;1;40000180;11000025;4;;0
2021;400000179;1000000232;1;40000020;11000002;5;;0
2021;400000180;1000000236;1;40000016;11000002;9;;0
2021;400000181;1000000238;1;40000210;11000029;5;;0
2021;400000182;1000000239;1;40000103;11000014;5;;0
2021;400000183;1000000240;1;40000182;11000025;9;;0
2021;400000184;1000000241;1;40000169;11000024;5;;0
2021;400000185;1000000243;1;40000040;11000005;9;;0
2021;400000186;1000000244;1;40000175;11000024;5;0;1
2021;400000187;1000000245;;40000185;11000026;5;;0
2021;400000188;1000000246;1;40000003;11000000;5;;0
2021;400000189;1000000247;1;40000204;11000029;5;;0
2021;400000190;1000000248;1;40000006;11000000;5;;0
2021;400000191;1000000249;1;40000190;11000027;5;;0
2021;400000192;1000000250;0;40000036;11000005;5;;0
2021;400000193;1000000251;1;40000087;11000012;5;;0
2021;400000194;1000000252;1;40000016;11000002;5;;0
2021;400000195;1000000253;1;40000187;11000026;5;;0
2021;400000196;1000000254;1;40000099;11000014;5;;0
2021;400000197;1000000255;1;40000059;11000008;5;1;0
2021;400000198;1000000256;1;40000042;11000005;5;;0
2021;400000199;1000000259;1;40000108;11000015;5;1;0
2021;400000200;1000000260;1;40000095;11000013;2;;0
2021;400000201;1000000261;1;40000053;11000007;5;;0
2021;400000202;1000000262;1;40000026;11000003;5;;0
2021;400000203;1000000264;1;40000211;11000030;5;;0
2021;400000204;1000000265;1;40000160;11000022;5;;1
2021;400000205;1000000268;1;40000021;11000002;5;;0
2021;400000206;1000000271;1;40000034;11000004;5;;0
2021;400000207;1000000272;1;40000081;11000011;5;1;0
2021;400000208;1000000273;1;40000184;11000026;5;;0
2021;400000209;1000000274;;40000073;11000010;9;0;0
2021;400000210;1000000276;1;40000181;11000025;9;;0
2021;400000211;1000000277;1;40000115;11000016;5;;0
2021;400000212;1000000278;1;40000211;11000030;5;;0
2021;400000213;1000000279;1;40000058;11000008;5;;0
2021;400000214;1000000280;1;40000061;11000008;5;;0
2021;400000215;1000000285;1;40000141;11000020;5;1;0
2021;400000216;1000000287;1;40000050;11000007;5;1;0
2021;400000217;1000000288;1;40000212;11000030;5;1;0
2021;400000218;1000000289;1;40000006;11000000;5;;0
2021;400000219;1000000290;1;40000158;11000022;5;;0
2021;400000220;1000000291;;40000161;11000022;;1;0
2021;400000221;1000000292;1;40000215;11000030;5;1;0
2021;400000222;1000000294;1;40000051;11000007;5;;0
2021;400000223;1000000295;1;40000167;11000023;9;;0
2021;400000224;1000000296;1;40000191;11000027;9;;0
2021;400000225;1000000297;1;40000152;11000021;5;;0
2021;400000226;1000000298;1;40000130;11000018;9;0;0
2021;400000227;1000000299;1;40000047;11000006;4;1;0
2021;400000228;1000000300;1;40000100;11000014;9;0;0
2021;400000229;1000000303;1;40000020;11000002;9;;0
2021;400000230;1000000304;1;40000101;11000014;9;;0
2021;400000231;1000000305;1;40000026;11000003;4;;0
2021;400000232;1000000307;1;40000211;11000030;2;;0
