NU_ANO;ID_TURMA;TP_MEDIACAO_DIDATICO_PEDAGO;NU_DIAS_ATIVIDADE;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;QT_MATRICULAS;TX_HR_INICIAL;CO_ENTIDADE
2017;1;1;5;16;1;0;0;33.8573636297369;7;11000000
2017;2;1;5;17;;0;;11.1720973302145;11;11000000
2017;3;1;5;41;1;0;0;14.7097915203776;13;11000000
2017;4;1;5;18;1;0;0;28.1091553830775;7;11000000
2017;5;1;5;27;1;0;0;3.80389410769567;7;11000000
2017;6;1;5;39;1;0;0;5.25344394147396;19;11000000
2017;7;1;5;18;1;0;0;3.48791463533416;19;11000000
2017;8;1;5;25;1;0;0;11.5955966759939;14;11000001
2017;9;1;5;25;1;0;0;29.265721516218;10;11000001
2017;10;1;5;64;0;;0;8.68735686200671;9;11000001
2017;11;1;5;15;1;;0;27.1741312616505;7;11000001
2017;12;1;5;2;1;0;0;32.8210117728449;7;11000001
2017;13;1;5;70;1;;0;19.7961910141166;19;11000001
2017;14;1;5;21;1;0;0;15.2736742540728;13;11000001
2017;15;1;5;2;1;;0;18.487577800639;12;11000002
2017;16;1;5;18;1;0;0;17.4651163679082;7;11000002
2017;17;1;5;41;1;0;0;10.6281554584857;7;11000002
2017;18;1;5;17;1;0;0;25.9696856504306;7;11000002
2017;19;1;5;2;1;;;14.0844970745966;13;11000002
2017;20;1;5;27;1;1;0;2.95637803152204;7;11000002
2017;21;1;5;14;1;0;;3.11515469104052;7;11000002
2017;22;1;2;17;0;;0;27.3176075275987;13;11000003
2017;23;1;5;40;1;0;0;25.7223171184305;6;11000003
2017;24;1;5;40;1;;;11.151843552012;7;11000003
2017;25;1;5;;;0;0;7.47090669255704;13;11000003
2017;26;1;5;22;1;0;0;30.5823035674403;19;11000003
2017;27;1;5;14;1;;0;7.17489505559206;13;11000003
2017;28;1;1;22;1;0;;20.4707634148654;13;11000003
2017;29;1;5;2;1;0;0;45.9135725866072;13;11000004
2017;30;1;5;17;1;0;0;15.2858238203917;7;11000004
2017;31;1;5;1;1;;0;15.5888808683958;7;11000004
2017;32;1;5;2;1;;0;36.3310980731621;12;11000004
2017;33;1;5;;1;0;0;8.59305551764555;7;11000004
2017;34;1;5;19;1;0;0;18.4573600699659;13;11000004
2017;35;1;5;25;1;0;0;31.2207644667942;20;11000004
2017;36;1;5;2;1;0;1;15.9753312137909;13;11000005
2017;37;1;5;1;1;0;;31.2195203921292;13;11000005
2017;38;1;5;14;1;0;0;21.9161443682387;7;11000005
2017;39;1;5;2;;0;0;25.1337353060953;12;11000005
2017;40;1;5;18;1;0;0;34.143669181969;18;11000005
2017;41;1;5;18;1;0;0;27.4645810623188;19;11000005
2017;42;1;5;14;1;0;0;8.96943890629336;7;11000005
2017;43;1;5;18;1;0;0;21.665204108227;7;11000006
2017;44;1;5;41;1;0;;22.0468592663528;7;11000006
2017;45;1;5;18;;0;0;5.60585485305637;13;11000006
2017;46;1;5;2;1;;0;16.2054475760087;11;11000006
2017;47;1;5;21;1;0;0;27.259848458576;13;11000006
2017;48;1;5;;1;0;0;29.9559289690806;18;11000006
2017;49;1;5;1;0;0;0;17.8199023103807;7;11000006
2017;50;1;5;2;;1;0;27.1063452117378;7;11000007
2017;51;1;5;22;1;0;0;22.9221471535275;12;11000007
2017;52;1;5;2;1;0;0;12.2129680393264;12;11000007
2017;53;1;6;1;0;0;0;27.9521720672492;7;11000007
2017;54;1;5;16;1;1;0;15.5137905958109;19;11000007
2017;55;1;5;71;1;0;0;8.27136591682211;7;11000007
2017;56;1;5;19;0;;1;32.2070313160075;19;11000007
2017;57;1;5;25;;1;0;7.07646228629164;13;11000008
2017;58;1;5;22;1;1;0;33.6354276121128;13;11000008
2017;59;1;1;;1;0;;32.3892413012218;8;11000008
2017;60;1;5;20;1;0;0;25.9326530296821;7;11000008
2017;61;1;5;1;1;0;0;20.2351681459695;7;11000008
2017;62;1;5;15;;0;0;1.63990351371467;13;11000008
2017;63;1;5;17;1;0;1;22.2007358612027;18;11000008
2017;64;1;5;17;1;;0;23.6984653173713;7;11000009
2017;65;1;5;20;1;0;0;9.4394791291561;19;11000009
2017;66;1;5;1;0;0;0;13.4946364911739;13;11000009
2017;67;1;5;41;1;0;0;10.4531787117012;13;11000009
2017;68;1;5;21;0;0;0;30.8502993141301;13;11000009
2017;69;1;5;15;1;0;0;17.3155936810654;7;11000009
2017;70;1;5;18;1;0;0;28.0028384169564;7;11000009
2017;71;1;5;1;1;0;;0.394443990662694;16;11000010
2017;72;1;6;2;1;0;0;31.2756898774533;8;11000010
2017;73;1;2;2;1;0;0;41.4316172949038;7;11000010
2017;74;1;5;18;1;0;0;5.03161210566759;13;11000010
2017;75;1;5;18;1;0;0;30.3806605605641;19;11000010
2017;76;1;5;16;1;0;0;28.2967148484895;7;11000010
2017;77;1;5;2;1;0;0;14.4204094635788;7;11000010
2017;78;1;5;17;;1;0;38.1568729882129;15;11000011
2017;79;1;5;15;1;0;0;25.6452337200753;13;11000011
2017;80;1;5;1;1;0;0;14.5814202565234;8;11000011
2017;81;1;1;26;1;0;0;12.8519946420565;18;11000011
2017;82;1;5;;1;0;0;8.98137474688701;7;11000011
2017;83;1;5;32;1;;;33.086663612281;7;11000011
2017;84;1;5;16;1;0;0;31.3699796105502;7;11000011
2017;85;1;5;17;1;0;0;21.7720305147814;13;11000012
2017;86;1;5;;1;0;0;34.390047784429;13;11000012
2017;87;1;5;71;1;0;0;39.9665946122259;7;11000012
2017;88;1;5;1;1;1;0;31.4525158845354;7;11000012
2017;89;1;5;56;1;0;0;28.5032589532202;18;11000012
2017;90;1;5;2;1;;0;30.1533081402304;13;11000012
2017;91;1;5;1;1;0;0;2.5610330956988;7;11000012
2017;92;1;5;27;1;0;0;33.2108914988348;7;11000013
2017;93;1;5;21;1;0;0;38.0098096937873;7;11000013
2017;94;1;5;14;1;0;0;32.6441220516572;7;11000013
2017;95;1;5;2;1;;0;30.8575196886668;13;11000013
2017;96;1;5;1;1;0;;12.8839454115368;13;11000013
2017;97;1;5;2;1;0;0;39.1477620536462;13;11000013
2017;98;1;5;2;1;0;0;24.6591791856336;7;11000013
2017;99;1;5;;1;0;0;29.038009852753;7;11000014
2017;100;1;5;19;1;0;0;6.1610037041828;7;11000014
2017;101;1;5;69;;0;;18.7489868702833;13;11000014
2017;102;1;5;25;1;0;0;13.4624176009093;7;11000014
2017;103;1;5;21;0;0;0;12.0178286780138;7;11000014
2017;104;1;1;20;1;;0;19.733998441603;13;11000014
2017;105;1;5;21;1;0;0;7.96975340601057;13;11000014
2017;106;1;5;25;;1;0;29.0557791644242;12;11000015
2017;107;1;1;2;1;0;;9.39610516908579;8;11000015
2017;108;1;5;1;1;0;0;8.05733065726236;7;11000015
2017;109;1;5;26;1;;0;35.8251796830446;18;11000015
2017;110;1;5;26;;0;0;9.54986509657465;7;11000015
2017;111;1;1;26;1;0;0;8.6098581799306;7;11000015
2017;112;1;5;22;1;0;0;31.7971550239017;7;11000015
2017;113;1;5;25;1;0;0;19.6960788839497;13;11000016
2017;114;1;5;2;1;;0;9.34393565426581;7;11000016
2017;115;1;5;69;0;0;0;15.4466948811896;7;11000016
2017;116;1;5;17;1;0;0;23.3247078782879;7;11000016
2017;117;1;1;41;;0;0;26.8467604685575;7;11000016
2017;118;1;5;22;1;0;0;16.7520379859488;7;11000016
2017;119;1;5;41;1;0;0;12.1165930819698;13;11000016
2017;120;1;5;2;1;0;0;1.48474641144276;18;11000017
2017;121;1;5;70;1;0;0;19.7527487240732;7;11000017
