NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2019;11000000;1;0;00000015;00002278;3;1;;1;;;0;;;;0;0;1;1;;0;0;;1;;0;0;0;0;;1;;0;;0;0;0;;0;;1;1;;0;;1;0;;1;;0;1;0;;;;0;1;;;1;;0;;0;;1;;1;
2019;11000001;2;0;00000010;00000815;3;1;1;;;;;;0;0;0;;;;0;1;;0;1;0;0;;1;0;1;0;0;;0;0;0;;;0;;;1;1;;;;0;12;;;0;0;0;1;0;0;;0;0;;;;0;0;0;2;1;0;;0
2019;11000002;1;0;00000020;00003019;2;1;;;;0;;;0;0;0;;;1;1;0;0;0;;0;;0;0;;0;;0;;0;0;0;0;1;0;0;1;1;1;0;;;0;;;;6;;;0;0;;0;1;;0;;;0;0;;;1;;;
2019;11000003;1;0;00000023;00002736;3;1;0;;1;0;;;0;;0;0;1;0;;;;0;1;0;0;;;1;;;;1;;0;;0;9;0;;1;1;0;;0;;0;;;0;6;0;;0;;0;;1;0;;1;2;;;0;1;;0;1;1
2019;11000004;1;0;00000016;00001667;3;2;0;1;;0;0;0;0;;0;;;1;;;0;0;;;0;0;1;0;;;;;0;;0;0;;;0;0;;0;1;;0;0;;1;;;0;0;;;0;0;1;0;0;;0;0;0;;0;;;0;
2019;11000005;1;0;00000022;00003139;4;1;0;;1;0;0;0;0;;0;0;;;0;;0;0;;1;0;0;1;0;0;1;;;;0;0;;1;0;0;1;1;0;1;0;0;1;1;1;1;0;;0;1;0;;;0;;;1;1;;1;0;0;;0;0;
2019;11000006;1;;00000002;00002719;3;1;0;;1;;;;;;1;0;;1;;0;;;1;0;0;0;1;0;;0;;;0;0;;;;0;0;1;1;1;0;;;0;;;;2;0;;0;;0;0.192386005073786;1;;0;1;0;;0;3;;0;0;1;
2019;11000007;1;0;00000017;00002723;4;2;0;;1;;0;;;0;;1;1;1;;0;0;0;1;0;0;0;0;;0;0;0;1;;;0;;1;;;0;;1;0;0;1;;;1;0;;0;0;;;;0;1;0;0;1;2;0;;0;2;1;;1;
2019;11000008;3;0;00000003;00000237;3;1;0;1;1;0;0;0;;0;0;0;1;;0;;0;0;;;;0;;1;;0;0;1;0;0;0;;0;;0;;;0;;;0;1;;;1;;;0;0;;;0.392965098144487;1;;0;1;;;0;;0;;0;;1
2019;11000009;4;0;00000022;00001375;3;2;;;;0;;0;;;0;0;1;1;0;0;0;;;;0;;;;0;0;;1;;0;0;0;0;;0;;1;1;0;0;0;;21;1;1;;;0.304956772597507;0;2.14108637627214;0;0;1;0;1;;;0;;0;;1;0;;
