NU_ANO;ID_MATRICULA;CO_PESSOA_FISICA;IN_REGULAR;ID_TURMA;CO_ENTIDADE;TP_SITUACAO;IN_CONCLUINTE;IN_TRANSFERIDO
2023;600000001;1000000001;1;60000008;11000001;5;;0
2023;600000002;1000000004;1;60000117;11000016;5;1;0
2023;600000003;1000000005;1;60000176;11000025;;;0
2023;600000004;1000000006;1;60000072;11000010;9;;0
2023;600000005;1000000007;1;60000171;11000024;5;1;0
2023;600000006;1000000008;1;60000092;11000013;5;;0
2023;600000007;1000000009;1;60000131;11000018;5;1;0
2023;600000008;1000000010;1;60000154;11000021;5;;0
2023;600000009;1000000011;1;60000185;11000026;5;;0
2023;600000010;1000000017;1;60000106;11000015;4;;0
2023;600000011;1000000019;1;60000050;11000007;9;;0
2023;600000012;1000000021;1;60000202;11000028;5;;0
2023;600000013;1000000023;1;60000132;11000018;9;1;0
2023;600000014;1000000026;1;60000172;11000024;5;;0
2023;600000015;1000000027;1;60000068;11000009;5;0;0
2023;600000016;1000000028;1;60000122;11000017;5;1;0
2023;600000017;1000000029;1;60000040;11000005;5;;0
2023;600000018;1000000030;1;60000189;11000026;5;;0
2023;600000019;1000000032;1;60000071;11000010;5;;0
2023;600000020;1000000033;1;60000203;11000028;5;;0
2023;600000021;1000000035;1;60000050;11000007;5;;0
2023;600000022;1000000036;1;60000073;11000010;5;;0
2023;600000023;1000000037;1;60000042;11000005;9;;0
2023;600000024;1000000038;;60000198;11000028;2;;0
2023;600000025;1000000039;1;60000078;11000011;9;1;0
2023;600000026;1000000046;1;60000040;11000005;9;1;0
2023;600000027;1000000047;1;60000042;11000005;5;;0
2023;600000028;1000000049;1;60000052;11000007;5;;0
2023;600000029;1000000050;1;60000053;11000007;5;;0
2023;600000030;1000000053;1;60000184;11000026;5;;0
2023;600000031;1000000055;1;60000143;11000020;5;;0
2023;600000032;1000000056;;60000116;11000016;;;0
2023;600000033;1000000057;1;60000054;11000007;9;;0
2023;600000034;1000000060;1;60000161;11000022;9;1;0
2023;600000035;1000000064;1;60000156;11000022;5;;0
2023;600000036;1000000065;1;60000074;11000010;4;;0
2023;600000037;1000000066;1;60000022;11000003;5;;0
2023;600000038;1000000067;1;60000171;11000024;9;;0
2023;600000039;1000000068;1;60000073;11000010;2;;0
2023;600000040;1000000069;1;60000140;11000019;5;0;0
2023;600000041;1000000070;0;60000032;11000004;9;;0
2023;600000042;1000000071;1;60000042;11000005;4;0;0
2023;600000043;1000000072;1;60000128;11000018;5;1;0
2023;600000044;1000000073;1;60000050;11000007;5;;0
2023;600000045;1000000074;1;60000055;11000007;5;1;0
2023;600000046;1000000075;0;60000050;11000007;9;1;0
2023;600000047;1000000077;1;60000087;11000012;5;1;0
2023;600000048;1000000078;;60000088;11000012;5;;0
2023;600000049;1000000079;;60000005;11000000;5;;0
2023;600000050;1000000080;1;60000128;11000018;;1;0
2023;600000051;1000000082;1;60000158;11000022;9;;0
2023;600000052;1000000083;1;60000106;11000015;5;;0
2023;600000053;1000000084;1;60000179;11000025;5;;0
2023;600000054;1000000085;1;60000165;11000023;5;;0
2023;600000055;1000000086;1;60000084;11000011;;;0
2023;600000056;1000000087;;60000054;11000007;;;0
2023;600000057;1000000088;1;60000054;11000007;5;;0
2023;600000058;1000000089;0;60000171;11000024;5;;0
2023;600000059;1000000091;1;60000030;11000004;9;1;0
2023;600000060;1000000092;1;60000141;11000020;9;;0
2023;600000061;1000000093;1;60000132;11000018;5;;0
2023;600000062;1000000094;1;60000156;11000022;5;;0
2023;600000063;1000000095;0;60000125;11000017;9;;0
2023;600000064;1000000096;;60000096;11000013;9;;0
2023;600000065;1000000097;;60000092;11000013;9;;0
2023;600000066;1000000098;1;60000131;11000018;5;;0
2023;600000067;1000000101;1;60000207;11000029;5;;0
2023;600000068;1000000102;1;60000091;11000012;5;;0
2023;600000069;1000000106;1;60000137;11000019;5;;0
2023;600000070;1000000107;1;60000097;11000013;2;;0
2023;600000071;1000000108;1;60000142;11000020;5;;0
2023;600000072;1000000109;1;60000201;11000028;5;1;0
2023;600000073;1000000110;1;60000022;11000003;4;;0
2023;600000074;1000000111;1;60000182;11000025;5;;0
2023;600000075;1000000113;1;60000116;11000016;5;;0
2023;600000076;1000000119;1;60000135;11000019;5;;0
2023;600000077;1000000120;1;60000047;11000006;9;;0
2023;600000078;1000000122;0;60000016;11000002;5;;0
2023;600000079;1000000124;1;60000117;11000016;5;;1
2023;600000080;1000000126;1;60000156;11000022;5;1;0
2023;600000081;1000000128;;60000142;11000020;5;;0
2023;600000082;1000000132;1;60000006;11000000;5;;0
2023;600000083;1000000133;1;60000179;11000025;2;;0
2023;600000084;1000000134;0;60000050;11000007;5;;0
2023;600000085;1000000135;1;60000017;11000002;5;;0
2023;600000086;1000000138;0;60000095;11000013;;;0
2023;600000087;1000000139;1;60000180;11000025;9;;0
2023;600000088;1000000141;1;60000165;11000023;4;0;0
2023;600000089;1000000143;1;60000086;11000012;5;;0
2023;600000090;1000000144;1;60000171;11000024;5;;0
2023;600000091;1000000145;1;60000186;11000026;;;0
2023;600000092;1000000146;1;60000046;11000006;5;0;0
2023;600000093;1000000150;;60000111;11000015;9;;0
2023;600000094;1000000151;1;60000105;11000014;;;0
2023;600000095;1000000153;1;60000074;11000010;4;;0
2023;600000096;1000000154;0;60000072;11000010;5;;0
2023;600000097;1000000156;1;60000166;11000023;5;;0
2023;600000098;1000000157;1;60000139;11000019;5;;0
2023;600000099;1000000159;1;60000122;11000017;5;;0
2023;600000100;1000000160;1;60000214;11000030;5;1;0
2023;600000101;1000000162;1;60000094;11000013;5;;0
2023;600000102;1000000163;1;60000069;11000009;5;;0
2023;600000103;1000000164;1;60000052;11000007;5;;0
2023;600000104;1000000165;1;60000050;11000007;9;1;0
2023;600000105;1000000167;1;60000164;11000023;9;;0
2023;600000106;1000000169;1;60000032;11000004;2;;0
2023;600000107;1000000170;1;60000070;11000009;2;1;1
2023;600000108;1000000171;1;60000117;11000016;4;;0
2023;600000109;1000000172;1;60000072;11000010;9;;0
2023;600000110;1000000173;1;60000027;11000003;9;;0
2023;600000111;1000000175;0;60000035;11000004;5;;0
2023;600000112;1000000176;1;60000074;11000010;5;;0
2023;600000113;1000000177;1;60000096;11000013;5;;0
2023;600000114;1000000178;1;60000113;11000016;5;;0
2023;600000115;1000000183;1;60000053;11000007;;;0
2023;600000116;1000000184;1;60000176;11000025;5;0;0
2023;600000117;1000000185;1;60000131;11000018;9;;0
2023;600000118;1000000186;1;60000036;11000005;9;;0
2023;600000119;1000000188;0;60000209;11000029;5;;0
2023;600000120;1000000190;1;60000108;11000015;2;0;0
2023;600000121;1000000191;1;60000179;11000025;4;;0
2023;600000122;1000000192;1;60000216;11000030;5;;0
2023;600000123;1000000196;0;60000176;11000025;5;;0
2023;600000124;1000000197;1;60000201;11000028;5;;0
2023;600000125;1000000198;1;60000194;11000027;5;;0
2023;600000126;1000000199;1;60000112;11000015;9;;0
2023;600000127;1000000200;1;60000006;11000000;5;;0
2023;600000128;1000000201;1;60000045;11000006;5;;0
2023;600000129;1000000203;1;60000009;11000001;5;1;0
2023;600000130;1000000204;1;60000206;11000029;;;0
2023;600000131;1000000205;0;60000130;11000018;9;;1
2023;600000132;1000000206;1;60000039;11000005;9;;0
2023;600000133;1000000207;1;60000201;11000028;5;;0
2023;600000134;1000000208;1;60000141;11000020;9;;0
2023;600000135;1000000209;1;60000120;11000017;5;;0
2023;600000136;1000000210;1;60000011;11000001;9;0;0
2023;600000137;1000000212;1;60000161;11000022;9;1;0
2023;600000138;1000000214;1;60000185;11000026;5;0;0
2023;600000139;1000000215;1;60000143;11000020;2;;0
2023;600000140;1000000217;1;60000164;11000023;5;;0
2023;600000141;1000000218;0;60000111;11000015;9;;0
2023;600000142;1000000219;1;60000097;11000013;5;;0
2023;600000143;1000000222;1;60000126;11000017;5;;0
2023;600000144;1000000226;0;60000153;11000021;9;;0
2023;600000145;1000000227;1;60000086;11000012;;1;0
2023;600000146;1000000228;1;60000111;11000015;4;;0
2023;600000147;1000000229;1;60000051;11000007;5;;0
2023;600000148;1000000231;0;60000032;11000004;9;;0
2023;600000149;1000000232;0;60000001;11000000;5;;0
2023;600000150;1000000236;1;60000149;11000021;;;0
2023;600000151;1000000238;1;60000034;11000004;2;;0
2023;600000152;1000000239;1;60000161;11000022;9;;0
2023;600000153;1000000240;1;60000051;11000007;5;;0
2023;600000154;1000000241;0;60000035;11000004;9;;0
2023;600000155;1000000243;0;60000162;11000023;5;;0
2023;600000156;1000000244;0;60000175;11000024;5;;0
2023;600000157;1000000245;1;60000196;11000027;5;1;0
2023;600000158;1000000246;1;60000120;11000017;2;1;0
2023;600000159;1000000247;1;60000116;11000016;2;;0
2023;600000160;1000000248;1;60000059;11000008;5;;0
2023;600000161;1000000249;1;60000140;11000019;5;;0
2023;600000162;1000000250;1;60000173;11000024;5;;0
2023;600000163;1000000251;;60000114;11000016;;1;1
2023;600000164;1000000252;1;60000047;11000006;5;0;0
2023;600000165;1000000253;0;60000167;11000023;5;0;0
2023;600000166;1000000254;1;60000077;11000010;9;;0
2023;600000167;1000000255;1;60000175;11000024;5;;0
2023;600000168;1000000256;1;60000104;11000014;5;;0
2023;600000169;1000000259;1;60000107;11000015;5;;0
2023;600000170;1000000260;0;60000125;11000017;5;;0
2023;600000171;1000000261;1;60000068;11000009;5;;0
2023;600000172;1000000262;1;60000005;11000000;5;;0
2023;600000173;1000000264;1;60000210;11000029;5;;0
2023;600000174;1000000265;1;60000153;11000021;9;;0
2023;600000175;1000000268;1;60000085;11000012;5;1;0
2023;600000176;1000000271;1;60000160;11000022;2;;0
2023;600000177;1000000272;1;60000058;11000008;5;;0
2023;600000178;1000000273;1;60000008;11000001;5;1;0
2023;600000179;1000000274;1;60000138;11000019;5;;0
2023;600000180;1000000276;1;60000026;11000003;5;;0
2023;600000181;1000000278;1;60000166;11000023;4;;0
2023;600000182;1000000279;1;60000110;11000015;5;;0
2023;600000183;1000000280;1;60000168;11000023;9;1;0
2023;600000184;1000000285;1;60000031;11000004;5;;0
2023;600000185;1000000287;1;60000130;11000018;5;;0
2023;600000186;1000000288;0;60000014;11000001;5;;0
2023;600000187;1000000290;1;60000126;11000017;;;0
2023;600000188;1000000291;1;60000012;11000001;5;;0
2023;600000189;1000000292;0;60000017;11000002;5;;0
2023;600000190;1000000294;0;60000131;11000018;5;;0
2023;600000191;1000000295;1;60000170;11000024;5;;0
2023;600000192;1000000296;1;60000111;11000015;5;;0
2023;600000193;1000000297;1;60000021;11000002;5;;0
2023;600000194;1000000298;1;60000122;11000017;5;;0
2023;600000195;1000000300;0;60000072;11000010;5;0;0
2023;600000196;1000000303;1;60000181;11000025;5;;0
2023;600000197;1000000304;1;60000033;11000004;5;;0
2023;600000198;1000000305;1;60000178;11000025;2;;0
2023;600000199;1000000309;1;60000077;11000010;2;;0
2023;600000200;1000000314;0;60000047;11000006;5;;0
2023;600000201;1000000316;1;60000046;11000006;5;;0
2023;600000202;1000000318;1;60000120;11000017;5;;0
2023;600000203;1000000320;1;60000181;11000025;5;;0
2023;600000204;1000000321;1;60000104;11000014;5;;0
2023;600000205;1000000322;0;60000043;11000006;5;;0
2023;600000206;1000000324;1;60000163;11000023;4;;0
2023;600000207;1000000327;0;60000036;11000005;2;;0
2023;600000208;1000000328;1;60000142;11000020;9;1;0
2023;600000209;1000000329;;60000001;11000000;9;;0
2023;600000210;1000000330;1;60000037;11000005;;;0
2023;600000211;1000000331;;60000100;11000014;5;0;0
2023;600000212;1000000333;0;60000086;11000012;2;;0
2023;600000213;1000000334;1;60000088;11000012;5;;0
2023;600000214;1000000336;1;60000003;11000000;9;;0
2023;600000215;1000000339;1;60000039;11000005;5;;0
2023;600000216;1000000342;;60000042;11000005;5;;0
2023;600000217;1000000343;;60000081;11000011;5;;0
2023;600000218;1000000344;1;60000124;11000017;5;;0
2023;600000219;1000000347;1;60000154;11000021;5;;0
2023;600000220;1000000350;1;60000173;11000024;5;;0
2023;600000221;1000000353;1;60000117;11000016;5;;0
2023;600000222;1000000354;1;60000047;11000006;9;;0
2023;600000223;1000000355;1;60000013;11000001;5;1;0
2023;600000224;1000000356;1;60000170;11000024;5;;0
