NU_ANO;ID_TURMA;TP_MEDIACAO_DIDATICO_PEDAGO;NU_DIAS_ATIVIDADE;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;QT_MATRICULAS;TX_HR_INICIAL;CO_ENTIDADE
2020;30000001;1;5;15;1;0;0;35.8338546082377;13;11000000
2020;30000002;1;5;20;1;0;0;14.8713794143405;12;11000000
2020;30000003;1;5;2;1;0;0;7.94510907866061;7;11000000
2020;30000004;1;5;;1;0;0;44.9517672397196;7;11000000
2020;30000005;1;5;20;1;0;0;2.82909323461354;7;11000000
2020;30000006;1;5;2;1;0;0;8.1171597216744;19;11000000
2020;30000007;1;5;22;1;0;0;17.8337324191816;13;11000000
2020;30000008;1;5;1;1;0;0;12.139465898741;7;11000001
2020;30000009;1;5;2;1;0;;42.5802160850726;7;11000001
2020;30000010;1;5;19;1;0;0;46.7085127793253;13;11000001
2020;30000011;1;5;1;1;0;;27.2374854355585;13;11000001
2020;30000012;1;5;2;1;0;0;15.2051795718726;7;11000001
2020;30000013;1;5;17;1;0;0;22.857210372691;13;11000001
2020;30000014;1;5;1;;;0;19.7936567014549;13;11000001
2020;30000015;1;5;25;1;0;0;24.903124370845;13;11000002
2020;30000016;1;5;27;0;;0;22.0169223690173;7;11000002
2020;30000017;1;1;17;1;0;0;19.3581319649238;14;11000002
2020;30000018;1;5;56;;0;0;26.1773222704651;7;11000002
2020;30000019;1;5;18;1;0;0;20.25952849444;13;11000002
2020;30000020;1;5;25;1;0;0;33.5811282341601;19;11000002
2020;30000021;1;5;;1;0;0;13.6114481734112;13;11000002
2020;30000022;1;5;1;1;0;0;38.6259425296448;7;11000003
2020;30000023;1;5;1;1;0;0;19.2604069751687;13;11000003
2020;30000024;1;5;16;0;0;0;26.0696651590988;13;11000003
2020;30000025;1;1;2;1;0;0;1.15304943174124;7;11000003
2020;30000026;1;5;19;1;0;0;21.1310295338044;12;11000003
2020;30000027;1;5;25;1;0;0;25.8203285119962;7;11000003
2020;30000028;1;5;19;1;0;0;26.8053006255068;8;11000003
2020;30000029;1;5;;1;;0;6.51379041839391;7;11000004
2020;30000030;1;5;19;1;;0;31.4425060807262;13;11000004
2020;30000031;1;2;2;1;0;0;2.63041806407273;8;11000004
2020;30000032;1;5;;1;0;0;33.7035661099944;7;11000004
2020;30000033;1;6;41;1;1;0;25.0813788829837;12;11000004
2020;30000034;1;5;27;1;0;0;14.856212743558;7;11000004
2020;30000035;1;5;;1;;0;25.1939144517528;7;11000004
2020;30000036;1;5;69;1;0;0;10.1233133256901;13;11000005
2020;30000037;1;5;;1;1;;20.6657633862924;7;11000005
2020;30000038;1;5;1;1;0;0;28.2054199280683;7;11000005
2020;30000039;1;5;;1;0;;41.5388272497803;13;11000005
2020;30000040;1;5;27;1;0;0;4.55714797135443;7;11000005
2020;30000041;1;5;1;1;0;0;26.2836852817563;13;11000005
2020;30000042;1;5;15;1;0;0;9.7791557458695;7;11000005
2020;30000043;1;6;27;;0;0;2.09100381704047;13;11000006
2020;30000044;1;5;;1;0;0;17.2038399651647;7;11000006
2020;30000045;1;5;1;1;0;1;15.5309698511846;13;11000006
2020;30000046;1;5;;1;0;0;29.2026802073233;13;11000006
2020;30000047;1;5;21;1;0;0;31.4766731860582;7;11000006
2020;30000048;1;5;15;0;0;0;21.5435049755033;19;11000006
2020;30000049;1;5;15;1;0;0;20.7018694656435;7;11000006
2020;30000050;1;5;25;0;0;1;14.5934575204738;13;11000007
2020;30000051;1;5;19;1;0;1;26.3211534890579;7;11000007
2020;30000052;1;5;41;1;0;0;14.1817484891508;12;11000007
2020;30000053;1;5;19;1;0;0;19.8606641779188;13;11000007
2020;30000054;1;5;26;1;1;0;26.116287638084;7;11000007
