NU_ANO;ID_MATRICULA;CO_PESSOA_FISICA;IN_REGULAR;ID_TURMA;CO_ENTIDADE;TP_SITUACAO;IN_CONCLUINTE;IN_TRANSFERIDO
2022;500000001;1000000001;;50000073;11000010;2;;1
2022;500000002;1000000004;0;50000085;11000012;5;;0
2022;500000003;1000000005;0;50000098;11000013;5;;0
2022;500000004;1000000006;1;50000087;11000012;5;;0
2022;500000005;1000000007;1;50000142;11000020;5;;0
2022;500000006;1000000008;1;50000052;11000007;5;;0
2022;500000007;1000000009;1;50000186;11000026;5;;0
2022;500000008;1000000010;1;50000075;11000010;4;;0
2022;500000009;1000000011;1;50000056;11000007;9;;0
2022;500000010;1000000017;1;50000157;11000022;5;;0
2022;500000011;1000000019;1;50000083;11000011;5;;0
2022;500000012;1000000021;1;50000010;11000001;5;;0
2022;500000013;1000000023;0;50000010;11000001;5;;0
2022;500000014;1000000025;1;50000138;11000019;5;;0
2022;500000015;1000000026;1;50000100;11000014;5;;0
2022;500000016;1000000027;1;50000171;11000024;5;;0
2022;500000017;1000000028;1;50000178;11000025;5;;0
2022;500000018;1000000029;1;50000115;11000016;5;;0
2022;500000019;1000000030;1;50000024;11000003;5;;0
2022;500000020;1000000032;1;50000165;11000023;5;;0
2022;500000021;1000000033;1;50000157;11000022;9;;0
2022;500000022;1000000035;1;50000060;11000008;5;;0
2022;500000023;1000000036;1;50000028;11000003;5;;0
2022;500000024;1000000037;1;50000001;11000000;5;;0
2022;500000025;1000000038;1;50000095;11000013;9;0;0
2022;500000026;1000000039;1;50000023;11000003;5;;0
2022;500000027;1000000040;1;50000068;11000009;2;1;0
2022;500000028;1000000042;1;50000056;11000007;2;;0
2022;500000029;1000000045;1;50000166;11000023;4;;0
2022;500000030;1000000046;1;50000031;11000004;5;;0
2022;500000031;1000000047;1;50000101;11000014;5;;0
2022;500000032;1000000049;1;50000066;11000009;9;;0
2022;500000033;1000000050;;50000157;11000022;5;;0
2022;500000034;1000000052;1;50000039;11000005;2;;0
2022;500000035;1000000053;1;50000115;11000016;;;0
2022;500000036;1000000055;1;50000162;11000023;5;;0
2022;500000037;1000000056;;50000041;11000005;5;;0
2022;500000038;1000000057;1;50000057;11000008;5;0;0
2022;500000039;1000000060;0;50000159;11000022;5;0;0
2022;500000040;1000000062;1;50000035;11000004;5;1;0
2022;500000041;1000000064;1;50000047;11000006;4;;0
2022;500000042;1000000065;1;50000112;11000015;5;;0
2022;500000043;1000000066;1;50000140;11000019;9;;0
2022;500000044;1000000067;1;50000180;11000025;5;;0
2022;500000045;1000000068;0;50000184;11000026;5;;0
2022;500000046;1000000069;1;50000043;11000006;5;1;0
2022;500000047;1000000070;1;50000171;11000024;5;;0
2022;500000048;1000000071;1;50000048;11000006;;;0
2022;500000049;1000000072;1;50000069;11000009;5;;0
2022;500000050;1000000073;0;50000102;11000014;9;;0
2022;500000051;1000000074;1;50000003;11000000;9;0;0
2022;500000052;1000000075;1;50000150;11000021;9;;0
2022;500000053;1000000077;0;50000031;11000004;;;0
2022;500000054;1000000078;1;50000126;11000017;5;;0
2022;500000055;1000000079;1;50000170;11000024;5;;0
2022;500000056;1000000080;1;50000175;11000024;;;0
2022;500000057;1000000082;1;50000147;11000020;5;;0
2022;500000058;1000000083;1;50000124;11000017;5;;0
2022;500000059;1000000084;1;50000045;11000006;2;1;0
2022;500000060;1000000085;1;50000079;11000011;9;;0
2022;500000061;1000000086;1;50000043;11000006;5;0;0
2022;500000062;1000000087;1;50000177;11000025;5;;0
2022;500000063;1000000088;1;50000108;11000015;5;;0
2022;500000064;1000000089;1;50000092;11000013;2;;0
2022;500000065;1000000091;1;50000030;11000004;5;;0
2022;500000066;1000000092;1;50000002;11000000;9;;0
2022;500000067;1000000093;1;50000177;11000025;9;;0
2022;500000068;1000000094;1;50000116;11000016;9;;0
2022;500000069;1000000095;1;50000075;11000010;5;;0
2022;500000070;1000000096;0;50000174;11000024;9;1;0
2022;500000071;1000000097;1;50000174;11000024;5;;0
2022;500000072;1000000098;1;50000182;11000025;2;;0
2022;500000073;1000000100;1;50000090;11000012;4;;0
2022;500000074;1000000101;1;50000024;11000003;9;;0
2022;500000075;1000000102;1;50000095;11000013;9;1;0
2022;500000076;1000000103;1;50000199;11000028;4;;0
2022;500000077;1000000106;0;50000172;11000024;9;1;0
2022;500000078;1000000107;1;50000003;11000000;5;;0
2022;500000079;1000000108;1;50000214;11000030;5;;0
2022;500000080;1000000109;1;50000152;11000021;9;;0
2022;500000081;1000000110;;50000216;11000030;5;;0
2022;500000082;1000000111;;50000118;11000016;5;;0
2022;500000083;1000000113;1;50000003;11000000;5;;0
2022;500000084;1000000115;1;50000080;11000011;2;;0
2022;500000085;1000000119;1;50000183;11000026;5;;0
2022;500000086;1000000120;1;50000136;11000019;9;;0
2022;500000087;1000000122;1;50000085;11000012;9;;0
2022;500000088;1000000124;0;50000185;11000026;5;1;1
2022;500000089;1000000125;1;50000013;11000001;4;;0
2022;500000090;1000000126;;50000210;11000029;9;;0
2022;500000091;1000000128;1;50000050;11000007;5;;0
2022;500000092;1000000132;;50000107;11000015;;;1
2022;500000093;1000000133;1;50000158;11000022;;;0
2022;500000094;1000000134;1;50000168;11000023;;;0
2022;500000095;1000000135;1;50000149;11000021;5;;0
2022;500000096;1000000137;1;50000072;11000010;2;1;0
2022;500000097;1000000138;1;50000198;11000028;5;;0
2022;500000098;1000000139;1;50000026;11000003;5;;0
2022;500000099;1000000141;1;50000150;11000021;9;;0
2022;500000100;1000000142;1;50000056;11000007;4;;0
2022;500000101;1000000143;1;50000068;11000009;5;;0
2022;500000102;1000000144;1;50000152;11000021;9;;0
2022;500000103;1000000145;1;50000043;11000006;9;;0
2022;500000104;1000000146;1;50000193;11000027;5;;0
2022;500000105;1000000148;1;50000027;11000003;5;;0
2022;500000106;1000000150;0;50000027;11000003;9;;0
2022;500000107;1000000151;1;50000103;11000014;5;;0
2022;500000108;1000000153;1;50000020;11000002;5;;0
2022;500000109;1000000154;1;50000199;11000028;5;1;0
2022;500000110;1000000156;1;50000075;11000010;;;0
2022;500000111;1000000157;1;50000045;11000006;5;;0
2022;500000112;1000000158;1;50000022;11000003;2;1;0
2022;500000113;1000000159;1;50000063;11000008;;;0
2022;500000114;1000000160;1;50000140;11000019;5;;0
2022;500000115;1000000162;1;50000125;11000017;5;;0
2022;500000116;1000000163;;50000165;11000023;9;;0
2022;500000117;1000000164;1;50000105;11000014;5;;0
2022;500000118;1000000165;1;50000105;11000014;9;;0
2022;500000119;1000000167;0;50000171;11000024;5;0;0
2022;500000120;1000000168;1;50000077;11000010;2;;0
2022;500000121;1000000169;1;50000140;11000019;9;;0
2022;500000122;1000000170;1;50000171;11000024;5;;0
2022;500000123;1000000171;1;50000046;11000006;5;;0
2022;500000124;1000000172;0;50000097;11000013;5;;0
2022;500000125;1000000173;1;50000027;11000003;9;;0
2022;500000126;1000000175;1;50000183;11000026;9;;0
2022;500000127;1000000176;1;50000146;11000020;9;;0
2022;500000128;1000000177;1;50000183;11000026;5;;0
2022;500000129;1000000178;1;50000068;11000009;9;;0
2022;500000130;1000000179;1;50000063;11000008;2;;0
2022;500000131;1000000180;1;50000016;11000002;2;1;0
2022;500000132;1000000183;1;50000088;11000012;;;0
2022;500000133;1000000184;1;50000140;11000019;5;;0
2022;500000134;1000000185;1;50000091;11000012;5;0;0
2022;500000135;1000000186;;50000149;11000021;;;0
2022;500000136;1000000187;1;50000026;11000003;3;0;0
2022;500000137;1000000188;1;50000051;11000007;5;;0
2022;500000138;1000000190;1;50000154;11000021;9;;0
2022;500000139;1000000191;1;50000119;11000016;5;;0
2022;500000140;1000000192;1;50000039;11000005;5;;0
2022;500000141;1000000196;1;50000089;11000012;5;;0
2022;500000142;1000000197;1;50000144;11000020;5;;0
2022;500000143;1000000198;1;50000059;11000008;5;0;0
2022;500000144;1000000199;1;50000143;11000020;9;;0
2022;500000145;1000000200;1;50000172;11000024;5;;0
2022;500000146;1000000201;0;50000122;11000017;5;1;0
2022;500000147;1000000203;0;50000099;11000014;5;;0
2022;500000148;1000000204;0;50000146;11000020;5;;0
2022;500000149;1000000205;1;50000120;11000017;5;;0
2022;500000150;1000000206;1;50000175;11000024;9;;0
2022;500000151;1000000207;1;50000100;11000014;5;;0
2022;500000152;1000000208;1;50000068;11000009;2;;0
2022;500000153;1000000209;1;50000173;11000024;5;;0
2022;500000154;1000000210;1;50000196;11000027;5;;0
2022;500000155;1000000212;1;50000137;11000019;;;0
2022;500000156;1000000213;;50000180;11000025;5;;0
2022;500000157;1000000214;1;50000032;11000004;2;;0
2022;500000158;1000000215;0;50000131;11000018;5;;0
2022;500000159;1000000217;;50000088;11000012;5;;0
2022;500000160;1000000218;1;50000151;11000021;5;;0
2022;500000161;1000000219;1;50000199;11000028;5;;0
2022;500000162;1000000222;1;50000132;11000018;5;1;0
2022;500000163;1000000226;1;50000039;11000005;5;;1
2022;500000164;1000000227;1;50000065;11000009;5;;0
2022;500000165;1000000228;1;50000151;11000021;9;;0
2022;500000166;1000000229;1;50000169;11000024;4;;0
2022;500000167;1000000231;1;50000098;11000013;5;;0
2022;500000168;1000000232;1;50000060;11000008;5;;0
2022;500000169;1000000236;1;50000075;11000010;2;;0
2022;500000170;1000000238;1;50000078;11000011;5;;0
2022;500000171;1000000239;1;50000200;11000028;5;;0
2022;500000172;1000000240;1;50000146;11000020;;;0
2022;500000173;1000000241;1;50000034;11000004;5;;0
2022;500000174;1000000243;1;50000030;11000004;5;;0
2022;500000175;1000000244;1;50000114;11000016;5;;0
2022;500000176;1000000245;1;50000125;11000017;5;;0
2022;500000177;1000000246;1;50000061;11000008;5;;0
2022;500000178;1000000247;1;50000101;11000014;;;0
2022;500000179;1000000248;0;50000136;11000019;5;;0
2022;500000180;1000000249;1;50000199;11000028;9;;0
2022;500000181;1000000250;1;50000154;11000021;5;;0
2022;500000182;1000000251;1;50000036;11000005;;;0
2022;500000183;1000000252;1;50000046;11000006;9;;0
2022;500000184;1000000253;1;50000003;11000000;5;0;0
2022;500000185;1000000254;1;50000207;11000029;5;;0
2022;500000186;1000000255;1;50000207;11000029;5;;0
2022;500000187;1000000256;1;50000043;11000006;5;;0
2022;500000188;1000000259;1;50000174;11000024;5;;0
2022;500000189;1000000260;1;50000080;11000011;5;;0
2022;500000190;1000000261;;50000053;11000007;5;;0
2022;500000191;1000000262;1;50000190;11000027;5;;0
2022;500000192;1000000264;;50000119;11000016;5;;0
2022;500000193;1000000265;1;50000114;11000016;5;;0
2022;500000194;1000000268;1;50000104;11000014;5;0;0
2022;500000195;1000000271;1;50000080;11000011;5;;0
2022;500000196;1000000272;1;50000004;11000000;2;;0
2022;500000197;1000000273;1;50000204;11000029;5;;0
2022;500000198;1000000274;1;50000050;11000007;5;;0
2022;500000199;1000000276;0;50000077;11000010;9;1;0
2022;500000200;1000000277;1;50000049;11000006;2;1;0
2022;500000201;1000000278;1;50000023;11000003;5;;0
2022;500000202;1000000279;0;50000020;11000002;;;0
2022;500000203;1000000280;1;50000081;11000011;9;;0
2022;500000204;1000000285;1;50000103;11000014;9;;0
2022;500000205;1000000287;1;50000155;11000022;9;;0
2022;500000206;1000000288;1;50000150;11000021;;1;0
2022;500000207;1000000289;1;50000018;11000002;9;;0
2022;500000208;1000000290;1;50000085;11000012;5;;0
2022;500000209;1000000291;1;50000125;11000017;;;0
2022;500000210;1000000292;0;50000140;11000019;5;;0
2022;500000211;1000000294;1;50000196;11000027;;;0
2022;500000212;1000000295;0;50000184;11000026;4;;0
2022;500000213;1000000296;1;50000209;11000029;9;;0
2022;500000214;1000000297;1;50000023;11000003;5;;0
2022;500000215;1000000298;1;50000130;11000018;5;;0
2022;500000216;1000000300;0;50000075;11000010;5;;0
2022;500000217;1000000303;1;50000052;11000007;5;;0
2022;500000218;1000000304;1;50000054;11000007;5;;0
2022;500000219;1000000305;1;50000171;11000024;9;;0
2022;500000220;1000000309;;50000168;11000023;5;0;0
2022;500000221;1000000314;;50000168;11000023;4;;0
2022;500000222;1000000316;1;50000067;11000009;5;;0
2022;500000223;1000000318;0;50000005;11000000;5;1;0
2022;500000224;1000000320;1;50000011;11000001;2;1;0
2022;500000225;1000000321;1;50000113;11000016;4;;0
2022;500000226;1000000322;0;50000198;11000028;2;;0
2022;500000227;1000000324;1;50000087;11000012;5;;0
2022;500000228;1000000327;;50000211;11000030;5;1;0
2022;500000229;1000000328;1;50000008;11000001;9;1;0
2022;500000230;1000000329;1;50000151;11000021;;;0
2022;500000231;1000000330;1;50000098;11000013;5;;0
2022;500000232;1000000331;1;50000164;11000023;5;;0
2022;500000233;1000000333;1;50000189;11000026;5;;0
2022;500000234;1000000334;0;50000104;11000014;5;;0
2022;500000235;1000000335;1;50000199;11000028;2;;0
2022;500000236;1000000336;1;50000031;11000004;9;;0
2022;500000237;1000000339;1;50000105;11000014;4;0;0
2022;500000238;1000000340;1;50000061;11000008;2;;0
2022;500000239;1000000342;;50000138;11000019;5;;0
2022;500000240;1000000343;1;50000168;11000023;5;;0
2022;500000241;1000000344;0;50000210;11000029;5;;0
2022;500000242;1000000347;1;50000010;11000001;5;;0
2022;500000243;1000000350;1;50000127;11000018;5;;0
2022;500000244;1000000353;1;50000213;11000030;5;;0
2022;500000245;1000000354;1;50000070;11000009;5;;0
2022;500000246;1000000355;1;50000147;11000020;5;;0
2022;500000247;1000000356;1;50000048;11000006;5;;0
2022;500000248;1000000359;1;50000193;11000027;5;;0
2022;500000249;1000000360;1;50000155;11000022;5;;0
2022;500000250;1000000361;1;50000184;11000026;9;;0
2022;500000251;1000000362;1;50000167;11000023;;;0
2022;500000252;1000000363;1;50000080;11000011;5;;0
2022;500000253;1000000364;1;50000189;11000026;5;;0
2022;500000254;1000000365;1;50000097;11000013;;1;0
2022;500000255;1000000368;1;50000204;11000029;5;1;0
2022;500000256;1000000369;0;50000065;11000009;5;;0
2022;500000257;1000000370;1;50000013;11000001;5;;0
2022;500000258;1000000371;1;50000136;11000019;5;;0
2022;500000259;1000000372;1;50000147;11000020;5;;0
2022;500000260;1000000373;1;50000008;11000001;5;;1
2022;500000261;1000000375;1;50000136;11000019;2;;0
2022;500000262;1000000378;1;50000140;11000019;5;;0
2022;500000263;1000000379;1;50000065;11000009;5;0;0
2022;500000264;1000000381;1;50000189;11000026;5;;0
2022;500000265;1000000383;0;50000168;11000023;5;;0
2022;500000266;1000000392;1;50000042;11000005;5;;0
2022;500000267;1000000394;1;50000195;11000027;5;;0
2022;500000268;1000000397;1;50000179;11000025;5;;0
2022;500000269;1000000398;1;50000115;11000016;5;;0
2022;500000270;1000000399;1;50000119;11000016;2;;0
2022;500000271;1000000401;1;50000095;11000013;9;;1
2022;500000272;1000000402;0;50000126;11000017;5;;0
2022;500000273;1000000405;1;50000023;11000003;5;;0
2022;500000274;1000000408;;50000032;11000004;;;0
2022;500000275;1000000409;1;50000038;11000005;5;;0
2022;500000276;1000000410;1;50000014;11000001;4;;0
2022;500000277;1000000411;1;50000030;11000004;5;1;0
2022;500000278;1000000415;;50000144;11000020;5;0;0
2022;500000279;1000000418;1;50000182;11000025;5;0;0
2022;500000280;1000000419;;50000131;11000018;2;;0
2022;500000281;1000000421;1;50000111;11000015;5;1;0
2022;500000282;1000000422;1;50000110;11000015;5;;0
2022;500000283;1000000423;1;50000112;11000015;5;1;0
2022;500000284;1000000424;1;50000077;11000010;5;;0
2022;500000285;1000000426;1;50000039;11000005;2;;0
2022;500000286;1000000427;1;50000044;11000006;5;;0
2022;500000287;1000000428;0;50000145;11000020;4;;0
2022;500000288;1000000429;1;50000155;11000022;5;;0
2022;500000289;1000000430;1;50000088;11000012;5;;0
2022;500000290;1000000433;1;50000157;11000022;5;;0
2022;500000291;1000000435;1;50000156;11000022;5;;0
2022;500000292;1000000437;;50000090;11000012;2;;0
2022;500000293;1000000438;1;50000119;11000016;5;;0
2022;500000294;1000000439;1;50000060;11000008;5;;0
2022;500000295;1000000440;1;50000142;11000020;5;;0
2022;500000296;1000000443;1;50000056;11000007;2;;0
2022;500000297;1000000444;1;50000190;11000027;9;;0
2022;500000298;1000000446;1;50000139;11000019;5;;0
2022;500000299;1000000447;1;50000039;11000005;2;;0
2022;500000300;1000000450;1;50000170;11000024;2;;0
2022;500000301;1000000452;1;50000082;11000011;2;;0
2022;500000302;1000000453;1;50000088;11000012;9;;0
2022;500000303;1000000454;0;50000069;11000009;3;;0
2022;500000304;1000000456;1;50000174;11000024;5;1;0
2022;500000305;1000000458;0;50000125;11000017;9;;0
2022;500000306;1000000459;1;50000058;11000008;5;;0
2022;500000307;1000000462;1;50000032;11000004;9;;0
2022;500000308;1000000463;1;50000013;11000001;5;0;0
2022;500000309;1000000465;1;50000133;11000018;5;;0
2022;500000310;1000000467;1;50000035;11000004;5;;0
2022;500000311;1000000468;1;50000126;11000017;5;;0
2022;500000312;1000000469;1;50000098;11000013;5;;0
2022;500000313;1000000470;0;50000121;11000017;5;;0
2022;500000314;1000000471;1;50000030;11000004;9;;0
2022;500000315;1000000472;;50000165;11000023;5;;0
2022;500000316;1000000474;1;50000172;11000024;9;1;1
2022;500000317;1000000480;1;50000105;11000014;9;;0
2022;500000318;1000000481;1;50000059;11000008;5;;0
2022;500000319;1000000482;;50000075;11000010;9;;0
2022;500000320;1000000484;1;50000185;11000026;5;;0
2022;500000321;1000000488;1;50000142;11000020;9;;0
2022;500000322;1000000489;1;50000202;11000028;5;;0
2022;500000323;1000000491;1;50000087;11000012;5;;0
2022;500000324;1000000492;1;50000077;11000010;;;0
2022;500000325;1000000494;1;50000124;11000017;5;;0
2022;500000326;1000000496;1;50000011;11000001;5;;0
2022;500000327;1000000497;1;50000139;11000019;2;;0
2022;500000328;1000000498;1;50000146;11000020;5;;0
2022;500000329;1000000499;1;50000196;11000027;5;;0
2022;500000330;1000000501;1;50000084;11000011;9;;0
2022;500000331;1000000502;1;50000070;11000009;5;0;0
2022;500000332;1000000503;1;50000036;11000005;;;0
2022;500000333;1000000504;1;50000096;11000013;5;1;0
2022;500000334;1000000505;1;50000070;11000009;5;;0
2022;500000335;1000000507;1;50000058;11000008;9;;0
2022;500000336;1000000510;1;50000067;11000009;5;;0
2022;500000337;1000000511;1;50000072;11000010;5;;0
2022;500000338;1000000513;1;50000035;11000004;5;;0
2022;500000339;1000000514;1;50000093;11000013;9;;0
2022;500000340;1000000515;1;50000188;11000026;9;1;0
2022;500000341;1000000516;1;50000002;11000000;5;;0
2022;500000342;1000000517;1;50000181;11000025;5;;0
2022;500000343;1000000519;1;50000203;11000028;5;1;0
2022;500000344;1000000522;0;50000139;11000019;9;;0
2022;500000345;1000000524;1;50000210;11000029;5;1;0
2022;500000346;1000000525;1;50000007;11000000;9;0;0
2022;500000347;1000000526;1;50000037;11000005;9;1;0
2022;500000348;1000000529;1;50000007;11000000;;1;0
2022;500000349;1000000530;1;50000092;11000013;5;;0
2022;500000350;1000000531;1;50000035;11000004;4;;0
2022;500000351;1000000533;1;50000069;11000009;9;;0
2022;500000352;1000000534;1;50000217;11000030;5;;0
2022;500000353;1000000535;1;50000094;11000013;9;;0
2022;500000354;1000000536;1;50000053;11000007;;;0
2022;500000355;1000000538;1;50000079;11000011;5;1;0
2022;500000356;1000000539;;50000211;11000030;5;1;0
2022;500000357;1000000540;1;50000023;11000003;;;0
2022;500000358;1000000541;0;50000121;11000017;2;;0
2022;500000359;1000000542;1;50000016;11000002;5;;0
2022;500000360;1000000543;1;50000015;11000002;9;;0
2022;500000361;1000000545;0;50000083;11000011;5;;0
2022;500000362;1000000546;1;50000171;11000024;5;;0
2022;500000363;1000000547;1;50000173;11000024;2;;0
2022;500000364;1000000552;1;50000181;11000025;5;1;0
2022;500000365;1000000557;1;50000023;11000003;;;0
2022;500000366;1000000559;1;50000028;11000003;5;;0
2022;500000367;1000000560;1;50000199;11000028;5;1;0
2022;500000368;1000000561;1;50000152;11000021;4;1;0
2022;500000369;1000000562;1;50000127;11000018;4;;0
2022;500000370;1000000563;;50000190;11000027;5;;0
2022;500000371;1000000564;1;50000084;11000011;5;;0
2022;500000372;1000000565;1;50000072;11000010;9;;0
2022;500000373;1000000566;1;50000076;11000010;9;;0
2022;500000374;1000000567;1;50000018;11000002;5;;0
2022;500000375;1000000569;1;50000141;11000020;4;;0
2022;500000376;1000000570;;50000005;11000000;9;;0
2022;500000377;1000000571;1;50000105;11000014;5;;0
2022;500000378;1000000573;1;50000022;11000003;9;1;0
2022;500000379;1000000575;1;50000158;11000022;9;;0
2022;500000380;1000000580;;50000052;11000007;4;;0
2022;500000381;1000000581;1;50000100;11000014;5;1;0
2022;500000382;1000000582;1;50000212;11000030;5;;0
2022;500000383;1000000584;1;50000121;11000017;5;1;0
2022;500000384;1000000585;1;50000173;11000024;9;1;0
2022;500000385;1000000590;1;50000198;11000028;9;;0
2022;500000386;1000000591;1;50000005;11000000;9;;0
2022;500000387;1000000592;1;50000100;11000014;9;;0
2022;500000388;1000000595;1;50000134;11000019;2;;0
2022;500000389;1000000596;1;50000113;11000016;5;;0
2022;500000390;1000000597;1;50000025;11000003;5;;0
2022;500000391;1000000600;1;50000069;11000009;5;;0
2022;500000392;1000000601;1;50000016;11000002;4;1;0
2022;500000393;1000000603;1;50000046;11000006;9;;0
2022;500000394;1000000604;0;50000157;11000022;4;;0
2022;500000395;1000000605;1;50000048;11000006;5;;0
2022;500000396;1000000606;1;50000077;11000010;9;1;0
2022;500000397;1000000608;1;50000030;11000004;5;1;0
2022;500000398;1000000609;0;50000058;11000008;5;;0
2022;500000399;1000000610;1;50000088;11000012;5;;0
2022;500000400;1000000612;1;50000033;11000004;5;;0
2022;500000401;1000000613;1;50000196;11000027;5;;0
2022;500000402;1000000614;1;50000097;11000013;9;;0
2022;500000403;1000000617;1;50000003;11000000;5;;0
2022;500000404;1000000618;;50000190;11000027;4;;0
2022;500000405;1000000620;1;50000053;11000007;5;;0
2022;500000406;1000000621;1;50000047;11000006;9;0;0
2022;500000407;1000000623;1;50000064;11000009;5;;0
2022;500000408;1000000624;1;50000022;11000003;5;0;0
2022;500000409;1000000625;1;50000103;11000014;9;;0
2022;500000410;1000000627;0;50000054;11000007;9;;0
2022;500000411;1000000628;1;50000107;11000015;5;0;0
2022;500000412;1000000629;1;50000164;11000023;5;;0
2022;500000413;1000000631;1;50000211;11000030;;;0
2022;500000414;1000000632;;50000057;11000008;2;;0
2022;500000415;1000000637;1;50000006;11000000;5;;0
2022;500000416;1000000638;0;50000034;11000004;5;;0
2022;500000417;1000000640;1;50000190;11000027;2;;0
2022;500000418;1000000642;1;50000078;11000011;9;;0
2022;500000419;1000000643;1;50000216;11000030;5;0;0
2022;500000420;1000000644;1;50000024;11000003;;;0
2022;500000421;1000000645;1;50000193;11000027;5;;0
2022;500000422;1000000646;1;50000129;11000018;5;;0
2022;500000423;1000000647;1;50000201;11000028;5;1;0
2022;500000424;1000000649;1;50000068;11000009;5;;0
2022;500000425;1000000650;1;50000123;11000017;5;;0
2022;500000426;1000000653;1;50000022;11000003;9;;0
2022;500000427;1000000654;1;50000093;11000013;4;;0
2022;500000428;1000000657;1;50000079;11000011;9;0;0
2022;500000429;1000000658;1;50000184;11000026;5;;0
2022;500000430;1000000659;1;50000053;11000007;9;;0
2022;500000431;1000000660;1;50000095;11000013;5;;0
2022;500000432;1000000661;1;50000139;11000019;5;;0
2022;500000433;1000000662;1;50000016;11000002;9;;0
2022;500000434;1000000663;0;50000103;11000014;5;;0
2022;500000435;1000000665;1;50000076;11000010;9;;0
2022;500000436;1000000666;;50000046;11000006;9;0;0
2022;500000437;1000000667;1;50000168;11000023;5;;0
2022;500000438;1000000668;1;50000077;11000010;5;;0
2022;500000439;1000000669;0;50000118;11000016;4;;0
2022;500000440;1000000671;1;50000028;11000003;5;;0
2022;500000441;1000000672;1;50000171;11000024;5;;0
2022;500000442;1000000673;0;50000041;11000005;5;;0
2022;500000443;1000000678;1;50000004;11000000;9;;0
2022;500000444;1000000679;1;50000192;11000027;5;;0
2022;500000445;1000000680;1;50000104;11000014;5;1;0
2022;500000446;1000000681;1;50000094;11000013;5;;0
2022;500000447;1000000682;1;50000215;11000030;5;;0
2022;500000448;1000000683;1;50000028;11000003;4;;0
2022;500000449;1000000684;1;50000198;11000028;5;;0
2022;500000450;1000000685;1;50000206;11000029;9;;0
2022;500000451;1000000686;1;50000205;11000029;5;;0
2022;500000452;1000000687;1;50000161;11000022;5;0;0
2022;500000453;1000000688;1;50000135;11000019;5;;0
2022;500000454;1000000689;1;50000183;11000026;9;;0
2022;500000455;1000000690;1;50000067;11000009;9;1;0
2022;500000456;1000000693;1;50000186;11000026;5;;0
2022;500000457;1000000694;1;50000213;11000030;5;;0
2022;500000458;1000000695;;50000081;11000011;;1;0
2022;500000459;1000000696;1;50000009;11000001;;;0
2022;500000460;1000000697;1;50000203;11000028;2;;0
2022;500000461;1000000699;;50000033;11000004;9;1;0
2022;500000462;1000000700;1;50000163;11000023;4;;0
2022;500000463;1000000701;1;50000026;11000003;5;;0
2022;500000464;1000000702;1;50000038;11000005;9;;0
2022;500000465;1000000703;1;50000117;11000016;9;;0
2022;500000466;1000000704;1;50000104;11000014;9;;0
2022;500000467;1000000705;1;50000097;11000013;9;;0
