NU_ANO;ID_TURMA;TP_MEDIACAO_DIDATICO_PEDAGO;NU_DIAS_ATIVIDADE;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;QT_MATRICULAS;TX_HR_INICIAL;CO_ENTIDADE
2021;20000001;1;5;14;1;0;0;42.1567501644604;13;11000000
2021;20000002;1;5;17;1;0;0;14.9847891189856;8;11000000
2021;20000003;1;5;2;1;0;0;30.0762364707189;18;11000000
2021;20000004;1;5;15;;0;0;24.3396282547619;7;11000000
2021;20000005;1;5;20;1;0;0;30.5093142846599;7;11000000
2021;20000006;1;5;40;;0;0;30.7167267551413;18;11000000
2021;20000007;1;5;18;1;0;0;33.9245728248498;7;11000000
2021;20000008;1;5;41;1;;;9.98486593679991;7;11000001
2021;20000009;1;5;19;1;0;0;30.4524154241663;7;11000001
2021;20000010;1;5;16;1;;0;19.5851678968174;13;11000001
2021;20000011;1;5;19;1;1;0;35.3899903669953;13;11000001
2021;20000012;1;5;18;1;;0;20.3534570618067;13;11000001
2021;20000013;1;5;18;1;0;0;11.2750521810958;8;11000001
2021;20000014;1;5;1;1;0;0;38.0168647067621;18;11000001
2021;20000015;1;5;16;;0;0;9.18747058685403;7;11000002
2021;20000016;1;6;1;1;;0;19.1931524234824;7;11000002
2021;20000017;1;5;2;1;0;0;13.0710013539065;13;11000002
2021;20000018;1;5;2;1;0;0;41.4803903368302;13;11000002
2021;20000019;1;1;19;;0;0;44.5965409423225;13;11000002
2021;20000020;1;5;19;1;0;0;27.173776240903;14;11000002
2021;20000021;1;5;22;1;0;0;21.5658735678298;13;11000002
2021;20000022;1;5;17;1;;0;20.1178326308727;7;11000003
2021;20000023;1;5;40;1;0;0;17.3281237432966;7;11000003
2021;20000024;1;5;;1;0;0;18.6898536260705;7;11000003
2021;20000025;1;5;1;1;0;0;23.188901345362;7;11000003
2021;20000026;1;5;17;1;0;0;25.7460044565378;7;11000003
2021;20000027;1;5;;1;0;0;10.607369969599;7;11000003
2021;20000028;1;5;26;1;0;0;26.9908995276783;13;11000003
2021;20000029;1;5;;1;0;0;5.52139512263238;7;11000004
2021;20000030;1;5;25;1;0;0;24.2875906518893;7;11000004
2021;20000031;1;5;19;1;0;0;17.0950631531887;6;11000004
2021;20000032;1;5;18;1;0;0;27.9463590480154;18;11000004
2021;20000033;1;5;;1;0;0;29.671227429295;13;11000004
2021;20000034;1;5;1;1;0;0;8.47242664103396;7;11000004
2021;20000035;1;5;;1;;0;17.893541663303;7;11000004
2021;20000036;1;5;;1;0;0;20.8340177990031;13;11000005
2021;20000037;1;5;17;1;0;0;21.8112616807921;7;11000005
2021;20000038;1;5;21;1;0;0;9.97686458949465;7;11000005
2021;20000039;1;5;22;1;0;0;5.38643147796392;12;11000005
2021;20000040;1;5;;1;0;0;31.9751258039614;15;11000005
2021;20000041;1;5;18;1;0;;37.7476825383492;7;11000005
2021;20000042;1;5;1;1;0;0;25.9288423435064;19;11000005
2021;20000043;1;5;14;1;;0;18.9271362331929;7;11000006
2021;20000044;1;5;15;1;0;0;39.7126025827602;7;11000006
2021;20000045;1;5;20;1;;0;22.8144562933594;7;11000006
2021;20000046;1;5;17;1;0;0;14.1899117887951;12;11000006
2021;20000047;1;5;2;1;;0;39.4058443470858;7;11000006
2021;20000048;1;5;20;1;0;0;8.53988693060819;7;11000006
2021;20000049;1;5;16;1;;0;10.5167360664345;8;11000006
2021;20000050;1;5;21;1;1;;13.645032989094;7;11000007
2021;20000051;1;5;19;0;0;0;37.4975207103416;7;11000007
2021;20000052;1;5;2;1;0;0;17.8567124014953;19;11000007
2021;20000053;1;5;41;1;0;0;17.3621946953936;13;11000007
2021;20000054;1;5;;;0;0;10.9667603778653;8;11000007
2021;20000055;1;5;1;1;0;0;9.64729028719012;7;11000007
2021;20000056;1;5;19;0;0;0;9.30920408363454;7;11000007
2021;20000057;1;5;;1;0;;28.0171797205694;7;11000008
2021;20000058;1;5;2;1;0;0;13.533056891989;13;11000008
2021;20000059;1;5;;1;0;0;32.2197651551105;7;11000008
2021;20000060;1;5;15;;0;0;21.1894520391943;7;11000008
2021;20000061;1;5;;1;0;0;15.7539769113064;7;11000008
2021;20000062;1;5;16;1;;0;22.0000040492741;13;11000008
2021;20000063;1;1;18;;0;0;26.9836353326682;7;11000008
2021;20000064;1;5;16;1;0;0;13.5462840765249;7;11000009
2021;20000065;1;5;15;1;0;0;23.5596716371365;13;11000009
2021;20000066;1;5;14;1;0;0;19.9799972361652;13;11000009
2021;20000067;1;6;15;1;0;0;25.5349528739462;12;11000009
2021;20000068;1;5;71;1;0;0;15.0987524605589;13;11000009
2021;20000069;1;5;1;1;0;;20.1438529221341;7;11000009
2021;20000070;1;5;17;1;;0;43.7054622480646;13;11000009
2021;20000071;1;5;1;1;;0;33.1547285665292;13;11000010
2021;20000072;1;5;17;1;0;;26.5618764279643;13;11000010
2021;20000073;1;5;14;1;;0;36.3784224288538;8;11000010
2021;20000074;1;5;15;1;0;0;14.1510482303565;13;11000010
2021;20000075;1;3;21;1;;0;6.12797836738173;7;11000010
2021;20000076;1;5;;1;0;0;17.2809147167718;7;11000010
2021;20000077;1;5;2;0;0;0;30.8514097178122;7;11000010
2021;20000078;1;5;1;;1;0;32.0481529141543;7;11000011
2021;20000079;1;5;41;1;0;;23.7069405495422;7;11000011
2021;20000080;1;5;21;1;0;0;28.5388386502164;7;11000011
2021;20000081;1;5;20;1;;0;13.2606049018214;12;11000011
2021;20000082;1;5;2;1;0;0;23.5625291845063;13;11000011
2021;20000083;1;2;1;1;0;;17.7358376132324;7;11000011
2021;20000084;1;5;19;1;0;0;32.5683034918038;14;11000011
2021;20000085;1;5;69;1;0;0;18.4729922338156;7;11000012
2021;20000086;1;5;16;1;0;;30.2095184646314;13;11000012
2021;20000087;1;5;26;;0;0;29.8299542415189;7;11000012
2021;20000088;1;5;56;1;0;0;9.4151431848295;13;11000012
2021;20000089;1;5;14;0;0;0;13.1525206009392;7;11000012
2021;20000090;1;5;15;1;0;0;25.0018529567169;7;11000012
2021;20000091;1;6;26;1;0;0;10.013041817816;13;11000012
2021;20000092;1;5;16;1;0;0;3.54475842788816;7;11000013
2021;20000093;1;5;26;1;0;0;29.1631679425482;13;11000013
2021;20000094;1;5;1;;0;0;2.24938295781612;7;11000013
2021;20000095;1;6;2;1;0;0;23.6637167867739;13;11000013
2021;20000096;1;5;27;0;0;0;34.0975998579525;7;11000013
2021;20000097;1;5;1;1;;;32.4739851705963;13;11000013
2021;20000098;1;5;2;1;0;1;4.35083284042776;7;11000013
2021;20000099;1;5;14;1;0;0;20.4543413253268;13;11000014
2021;20000100;1;5;16;1;0;0;10.6921125560766;13;11000014
2021;20000101;1;5;14;1;0;0;27.8136602122104;13;11000014
2021;20000102;1;5;1;1;0;0;41.0726585010998;8;11000014
2021;20000103;1;5;2;1;0;0;22.174842910259;13;11000014
2021;20000104;1;5;2;1;0;0;3.17312100436538;7;11000014
2021;20000105;1;5;22;0;;0;2.86703403107822;7;11000014
2021;20000106;1;5;70;1;0;0;4.24895045813173;8;11000015
2021;20000107;1;5;15;1;1;;12.5671013295651;7;11000015
2021;20000108;1;5;20;1;0;;13.7785676991334;13;11000015
2021;20000109;1;5;2;1;0;0;24.688539772993;15;11000015
2021;20000110;1;5;27;1;0;0;15.6031779516488;12;11000015
2021;20000111;1;3;2;1;1;0;30.1870749590453;8;11000015
2021;20000112;1;5;20;1;0;1;45.7404216802679;7;11000015
2021;20000113;1;5;17;1;0;0;23.9227213002741;7;11000016
2021;20000114;1;5;16;1;1;0;28.9594394564629;18;11000016
2021;20000115;1;5;19;1;0;0;12.7493236687733;13;11000016
2021;20000116;1;5;19;1;0;0;18.5362144759856;7;11000016
2021;20000117;1;5;17;1;0;0;23.654012318817;13;11000016
2021;20000118;1;5;2;1;0;0;9.61220801481977;13;11000016
2021;20000119;1;1;17;1;0;0;31.4693887039321;7;11000016
2021;20000120;1;5;19;1;0;0;20.7802257741569;13;11000017
2021;20000121;1;5;14;1;0;;21.6140014022822;7;11000017
2021;20000122;1;5;;1;0;0;33.4759766686475;13;11000017
