NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;ID_TURMA;CO_ENTIDADE;NU_IDADE_REFERENCIA;NU_IDADE;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_DEF_AUDITIVA;IN_DEF_FISICA;IN_DEF_INTELECTUAL;IN_SURDEZ;IN_SURDOCEGUEIRA;IN_DEF_MULTIPLA;IN_AUTISMO;IN_SUPERDOTACAO;IN_TRANSPORTE_PUBLICO;TP_RESPONSAVEL_TRANSPORTE;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;IN_ESPECIAL_EXCLUSIVA;TP_MEDIACAO_DIDATICO_PEDAGO;CO_REGIAO;CO_UF;CO_MUNICIPIO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO
2019;100000176;200000001;201910000001002;10000001;13;13;1;3;1;12;1200401;1;0;0;0;0;0;0;0;0;0;0;0;1;1;41;1;0;0;0;1;1;12;1200401;120040102;4;1
2019;100000206;200000002;201910000001001;10000001;14;14;1;3;1;12;1200401;;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;1;12;1200401;120040102;4;1
2019;100000476;200000003;201910000001003;10000001;19;19;2;1;1;12;1200401;1;0;0;0;0;0;0;0;0;0;0;0;1;2;26;1;0;0;0;1;1;12;1200401;120040102;4;1
2019;100000734;200000004;201910000001004;10000001;12;12;1;3;2;12;1200401;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;1;12;1200401;120040102;4;1
2019;100000815;200000005;201910000001001;10000001;13;13;1;3;1;12;1200401;;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;1;12;1200401;120040102;4;1
2019;100000887;200000006;201910000001003;10000001;10;10;1;3;1;12;1200401;1;1;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;1;12;1200401;120040102;4;1
2019;100000117;200000007;201910000002002;10000002;11;11;2;1;1;11;1100205;2;0;0;0;0;0;0;0;0;0;0;0;1;1;18;1;0;0;0;1;1;11;1100205;110020501;3;2
2019;100000251;200000008;201910000002001;10000002;13;13;2;3;1;11;1100205;2;0;0;0;0;0;0;0;0;0;0;0;1;;41;1;0;0;0;1;1;11;1100205;110020501;3;2
2019;100000465;200000009;201910000002002;10000002;18;18;1;;1;11;1100205;2;0;0;0;0;0;0;0;0;0;0;0;0;;27;1;0;0;0;1;1;11;1100205;110020501;3;2
2019;100000477;200000010;201910000002001;10000002;17;17;1;1;1;11;1100205;2;0;0;0;0;0;0;0;0;0;0;0;0;;27;1;0;0;0;1;1;11;1100205;110020501;3;2
2019;100000502;200000011;201910000002002;10000002;8;8;1;1;1;11;1100205;2;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;1;11;1100205;110020501;3;2
2019;100000567;200000012;201910000002002;10000002;8;8;2;1;1;11;1100205;;0;0;0;0;0;0;0;0;0;0;0;1;2;15;1;0;0;0;1;1;11;1100205;110020501;3;2
2019;100000020;200000013;201910000003003;10000003;10;10;2;2;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;3;35;3509502;350950204;4;1
2019;100000072;200000014;201910000003001;10000003;8;8;2;0;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;3;35;3509502;350950204;4;1
2019;100000305;200000015;201910000003002;10000003;11;11;1;0;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;3;35;3509502;350950204;4;1
2019;100000416;200000016;201910000003002;10000003;12;12;2;3;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;3;35;3509502;350950204;4;1
2019;100000520;200000017;201910000003003;10000003;31;31;1;2;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;0;;70;0;1;0;0;1;3;35;3509502;350950204;4;1
2019;100000677;200000018;201910000003003;10000003;12;12;2;3;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;1;;18;1;0;0;0;1;3;35;3509502;350950204;4;1
2019;100000786;200000019;201910000003001;10000003;8;8;2;2;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;1;2;16;1;0;0;0;1;3;35;3509502;350950204;4;1
2019;100000978;200000020;201910000003002;10000003;16;16;1;1;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;0;;41;1;0;0;0;1;3;35;3509502;350950204;4;1
2019;100000006;200000021;201910000004002;10000004;30;30;1;1;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;69;0;1;0;0;1;4;41;4106902;410690203;3;1
2019;100000233;200000022;201910000004001;10000004;14;14;2;3;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;25;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000260;200000023;201910000004002;10000004;12;12;2;3;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000263;200000024;201910000004002;10000004;12;12;2;3;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000399;200000025;201910000004002;10000004;27;27;1;3;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;1;2;71;0;1;0;0;1;4;41;4106902;410690203;3;1
2019;100000411;200000026;201910000004002;10000004;10;10;1;1;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;1;1;18;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000432;200000027;201910000004002;10000004;13;13;2;2;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000708;200000028;201910000004001;10000004;15;15;1;3;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000723;200000029;201910000004001;10000004;7;7;2;3;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;1;1;15;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000726;200000030;201910000004002;10000004;16;16;2;1;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;41;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000749;200000031;201910000004001;10000004;15;15;2;1;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;41;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000891;200000032;201910000004002;10000004;16;16;2;1;1;41;4106902;1;0;0;0;0;0;0;0;0;0;0;0;0;;41;1;0;0;0;1;4;41;4106902;410690203;3;1
2019;100000272;200000033;201910000005002;10000005;9;9;2;1;1;23;2304400;2;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;2;23;2304400;230440005;3;2
2019;100000273;200000034;201910000005002;10000005;15;15;2;0;1;23;2304400;;0;0;0;0;0;0;0;0;0;0;0;1;2;41;1;0;0;0;1;2;23;2304400;230440005;3;2
2019;100000387;200000035;201910000005005;10000005;10;10;2;3;1;23;2304400;2;0;0;0;0;0;0;0;0;0;0;0;1;2;17;1;0;0;0;1;2;23;2304400;230440005;3;2
2019;100000489;200000036;201910000005003;10000005;11;11;2;2;1;23;2304400;2;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;2;23;2304400;230440005;3;2
2019;100000057;200000037;201910000006001;10000006;10;10;1;3;1;25;2507507;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;2;25;2507507;250750702;3;1
2019;100000143;200000038;201910000006003;10000006;9;9;2;3;1;25;2507507;1;0;0;0;0;0;0;0;0;0;0;0;1;1;18;1;0;0;0;1;2;25;2507507;250750702;3;1
2019;100000177;200000039;201910000006005;10000006;9;9;2;1;1;25;2507507;1;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;2;25;2507507;250750702;3;1
2019;100000614;200000040;201910000006001;10000006;12;12;2;2;2;25;2507507;1;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;2;25;2507507;250750702;3;1
2019;100000820;200000041;201910000006003;10000006;10;10;2;1;1;25;2507507;1;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;2;25;2507507;250750702;3;1
2019;100000993;200000042;201910000006004;10000006;9;9;2;3;1;25;2507507;1;0;0;0;0;0;0;0;0;0;0;0;0;;17;1;0;0;0;1;2;25;2507507;250750702;3;1
2019;100000168;200000043;201910000007002;10000007;8;8;2;1;3;29;2927408;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;2;29;2927408;292740804;3;1
2019;100000214;200000044;201910000007004;10000007;18;18;2;2;1;29;2927408;1;0;0;0;0;0;0;0;0;0;0;0;1;2;28;1;0;0;0;1;2;29;2927408;292740804;3;1
2019;100000355;200000045;201910000007002;10000007;22;22;1;1;1;29;2927408;1;0;0;0;0;0;0;0;0;0;0;0;0;;70;0;1;0;0;1;2;29;2927408;292740804;3;1
2019;100000537;200000046;201910000007002;10000007;8;8;1;3;1;29;2927408;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;2;29;2927408;292740804;3;1
2019;100000068;200000047;201910000008002;10000008;14;14;1;1;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;3;32;3205309;320530902;3;1
2019;100000199;200000048;201910000008001;10000008;16;16;1;1;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;3;32;3205309;320530902;3;1
2019;100000367;200000049;201910000008002;10000008;8;8;1;1;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;3;32;3205309;320530902;3;1
2019;100000556;200000050;201910000008001;10000008;11;11;2;1;1;32;3205309;;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;3;32;3205309;320530902;3;1
2019;100000742;200000051;201910000008002;10000008;13;13;2;2;1;32;3205309;1;1;0;0;0;0;0;0;0;0;0;1;0;;20;1;0;0;0;1;3;32;3205309;320530902;3;1
2019;100000743;200000052;201910000008002;10000008;29;29;2;3;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;1;1;69;0;1;0;0;1;3;32;3205309;320530902;3;1
2019;100000845;200000053;201910000008001;10000008;11;11;2;3;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;3;32;3205309;320530902;3;1
2019;100000849;200000054;201910000008001;10000008;10;10;2;3;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;3;32;3205309;320530902;3;1
2019;100000050;200000055;201910000009002;10000009;8;8;1;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000121;200000056;201910000009001;10000009;7;7;2;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000151;200000057;201910000009001;10000009;11;11;1;3;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000180;200000058;201910000009002;10000009;10;10;2;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000181;200000059;201910000009001;10000009;11;11;2;3;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000218;200000060;201910000009001;10000009;6;6;1;0;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;14;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000236;200000061;201910000009001;10000009;17;17;2;3;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;26;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000244;200000062;201910000009002;10000009;18;18;2;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;1;;27;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000672;200000063;201910000009001;10000009;23;23;1;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;70;0;1;0;0;1;2;28;2800308;280030803;4;1
2019;100000688;200000064;201910000009002;10000009;17;17;1;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;1;2;26;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000746;200000065;201910000009002;10000009;13;13;2;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000817;200000066;201910000009001;10000009;12;12;2;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000942;200000067;201910000009002;10000009;6;6;1;2;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;14;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000991;200000068;201910000009001;10000009;10;10;2;1;1;28;2800308;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;2;28;2800308;280030803;4;1
2019;100000170;200000069;201910000010004;10000010;12;12;1;3;1;29;2927408;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;2;29;2927408;292740802;2;1
2019;100000695;200000070;201910000010005;10000010;12;12;1;1;1;29;2927408;1;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;2;29;2927408;292740802;2;1
2019;100000842;200000071;201910000010005;10000010;12;12;2;1;1;29;2927408;;0;0;0;0;0;0;0;0;0;0;0;1;1;20;1;0;0;0;1;2;29;2927408;292740802;2;1
2019;100000881;200000072;201910000010005;10000010;10;10;2;3;1;29;2927408;1;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;2;29;2927408;292740802;2;1
2019;100000884;200000073;201910000010005;10000010;12;12;1;3;1;29;2927408;1;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;2;29;2927408;292740802;2;1
2019;100000417;200000074;201910000011002;10000011;9;9;1;3;1;21;2111300;1;0;0;0;0;0;0;0;0;0;0;0;0;;17;1;0;0;0;1;2;21;2111300;211130001;3;1
2019;100000488;200000075;201910000011001;10000011;21;21;2;3;1;21;2111300;1;0;0;0;0;0;0;0;0;0;0;0;0;;28;1;0;0;0;1;2;21;2111300;211130001;3;1
2019;100000593;200000076;201910000011002;10000011;7;7;1;1;1;21;2111300;1;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;2;21;2111300;211130001;3;1
2019;100000611;200000077;201910000011003;10000011;15;15;2;3;1;21;2111300;1;0;0;0;0;0;0;0;0;0;0;0;0;;41;1;0;0;0;1;2;21;2111300;211130001;3;1
2019;100000148;200000078;201910000012002;10000012;29;29;1;1;1;29;2927408;2;0;0;0;0;0;0;0;0;0;0;0;1;2;71;0;1;0;0;1;2;29;2927408;292740804;2;2
2019;100000291;200000079;201910000012002;10000012;19;19;2;3;1;29;2927408;2;0;0;0;0;0;0;0;0;0;0;0;1;2;71;0;1;0;0;1;2;29;2927408;292740804;2;2
2019;100000619;200000080;201910000012001;10000012;6;6;1;3;1;29;2927408;2;1;0;1;0;0;0;0;0;0;1;0;1;;14;1;0;0;0;1;2;29;2927408;292740804;2;2
2019;100000778;200000081;201910000012002;10000012;11;11;2;3;1;29;2927408;2;0;0;0;0;0;0;0;0;0;0;0;1;1;19;1;0;0;0;1;2;29;2927408;292740804;2;2
2019;100000837;200000082;201910000012002;10000012;9;9;1;3;1;29;2927408;2;0;0;0;0;0;0;0;0;0;0;0;1;2;17;1;0;0;0;1;2;29;2927408;292740804;2;2
2019;100000913;200000083;201910000012001;10000012;10;10;2;;1;29;2927408;2;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;2;29;2927408;292740804;2;2
2019;100000034;200000084;201910000013001;10000013;10;10;2;1;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;1;11;1100205;110020505;4;1
2019;100000125;200000085;201910000013001;10000013;7;7;2;3;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;0;;14;1;0;0;0;1;1;11;1100205;110020505;4;1
2019;100000366;200000086;201910000013002;10000013;13;13;1;1;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;1;11;1100205;110020505;4;1
2019;100000398;200000087;201910000013001;10000013;43;43;1;3;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;1;1;70;0;1;0;0;1;1;11;1100205;110020505;4;1
2019;100000712;200000088;201910000013001;10000013;7;7;2;3;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;1;11;1100205;110020505;4;1
2019;100000929;200000089;201910000013001;10000013;15;15;1;3;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;0;;25;1;0;0;0;1;1;11;1100205;110020505;4;1
2019;100000958;200000090;201910000013001;10000013;9;9;1;2;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;1;2;17;1;0;0;0;1;1;11;1100205;110020505;4;1
2019;100000546;200000091;201910000014001;10000014;8;8;2;3;1;35;3509502;1;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;3;35;3509502;350950202;3;1
2019;100000736;200000092;201910000015002;10000015;14;14;2;1;1;27;2704302;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;2;27;2704302;270430201;2;1
2019;100000120;200000093;201910000016002;10000016;8;8;1;1;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;1;11;1100205;110020501;3;1
2019;100000575;200000094;201910000016001;10000016;11;11;2;1;1;11;1100205;;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;1;11;1100205;110020501;3;1
2019;100000592;200000095;201910000016002;10000016;8;8;2;1;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;1;2;16;1;0;0;0;1;1;11;1100205;110020501;3;1
2019;100000940;200000096;201910000016002;10000016;11;11;1;3;1;11;1100205;1;0;0;0;0;0;0;0;0;0;0;0;0;;17;1;0;0;0;1;1;11;1100205;110020501;3;1
2019;100000015;200000097;201910000017001;10000017;8;8;1;3;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;5;51;5103403;510340305;3;1
